"Time","CS_0PA1FSA00_TL","CS_0PA1RSF00_TL","CS_0PA1RDMFA_TL","CS_0PA1RDMEA_TL","CS_0PA1RHRW0_TL","CS_0PA1RHC00_TL","CS_0PA1RCC00_TL","CS_0PA1RSV00_TL","CS_0PA1TRA00_TL","CS_0PA1HRA00_TL","CS_0PA1TSA00_TL","CS_0PA1HSA00_TL","CS_0PA1TOA00_TL","CS_0PA1HOA00_TL","SAT_SP_TL","SASP_SP_TL","CS_0PA1_SA_CO2_TL","CS_0PA1_RA_CO2_TL","CS_0PA2FSA00_TL","CS_0PA2RSF00_TL","CS_0PA2RDMFA_TL","CS_0PA2RDMEA_TL","CS_0PA2RHRW0_TL","CS_0PA2RHC00_TL","CS_0PA2RCC00_TL","CS_0PA2RSV00_TL","CS_0PA2TRA00_TL","CS_0PA2HRA00_TL","CS_0PA2TSA00_TL","CS_0PA2HSA00_TL","SAT_SP_TL.1","SASP_SP_TL.1","CS_0PA2_SA_CO2_TL","CS_0PA2_RA_CO2_TL"
"2018-08-19 19:00",0,0,0,0,0,0,0,0,24.722,48.678,21.796,11.646,25.477,33.287,13,500,415.75,429.79,132.88,76.776,30,0,0,0,35.344,0,22.819,52.544,18.015,13.393,17.995,300,412.09,434.07
"2018-08-19 20:00",0,0,0,0,0,0,0,0,24.469,48.858,22.619,11.637,24.103,42.539,13,500,415.75,429.79,113.78,71.775,30,0,0,0,34.577,0,22.836,52.632,17.959,13.389,18,300,412.09,434.07
"2018-08-19 21:00",8.4064,7.5,0,0,0,0,0,0,23.531,51.484,18.587,11.665,22.942,48.637,13,500,432.03,450.14,97.86,66.772,30,0,0,0,30.596,0,22.776,53.165,17.92,13.392,18,300,412.09,434.07
"2018-08-19 22:00",10.27,13.313,0,0,0,0,0,0,23.291,52.962,17.854,11.677,22.13,51.587,13,500,423.89,454.21,87.898,66.772,30,0,0,0,29.129,0,22.937,53.058,17.926,13.393,18,300,412.09,434.07
"2018-08-19 23:00",11.777,26.987,0,0,0,0,0,0,23.248,53.592,21.537,11.667,21.252,58.985,13,500,419.82,454.21,85.346,61.764,100,8.3333,0,0,28.234,0,22.862,53.7,17.983,13.396,18,300,417.99,434.07
"2018-08-20 0:00",8.1208,0,0,0,0,0,0,0,23.192,54.802,17.66,11.675,20.242,70.054,13,500,428.88,454.21,80.515,61.764,100,100,0,0,27.668,0,22.809,55.278,17.99,13.394,18,300,436.51,446.28
"2018-08-20 1:00",9.3193,12.029,0,0,0,0,0,0,23.109,56.557,15.702,11.693,19.68,70.953,13,500,440.72,454.21,80.021,61.764,100,100,0,0,27.18,0,22.777,56.408,18.01,13.394,18,300,436.51,458.49
"2018-08-20 2:00",11.511,15.472,0,0,0,0,16.667,0,23.097,57.355,16.877,11.687,18.925,84.497,13,500,436.61,454.21,78.755,61.764,100,100,0,0,25.369,0,22.661,57.209,17.997,13.395,18,300,436.51,458.49
"2018-08-20 3:00",10.87,0,0,0,0,0,0,0,23.014,57.649,15.485,11.696,18.129,92.5,13,500,440.48,462.35,75.082,61.764,100,100,0,0,22.522,0,22.678,57.325,17.985,13.39,18,300,436.51,464.59
"2018-08-20 4:00",9.7019,0,0,0,0,0,0,0,22.905,58.224,16.587,11.697,17.491,92.5,13,500,448.92,478.63,77.129,61.764,100,100,0,0,20.768,0,22.654,57.047,17.989,13.392,18,300,452.79,482.91
"2018-08-20 5:00",7.827,22.878,0,0,0,0,0,0,22.85,57.745,15.834,11.7,16.784,92.5,13,500,456.86,478.63,75.709,61.764,100,100,0,0,17.776,0,22.535,56.731,18.007,13.398,18,300,460.93,470.7
"2018-08-20 6:00",10.44,15.284,0,0,0,0,0,0,22.845,57.748,16.472,11.696,16.463,92.5,13,500,460.52,478.63,71.252,61.764,100,100,0,0,15.81,0,22.599,56.206,17.99,13.396,18,300,460.93,482.91
"2018-08-20 7:00",110.74,57.517,55.509,69.231,0,0,13.583,0,22.748,55.364,15.595,11.71,17.31,92.133,13.57,500,440.17,486.77,71.913,61.764,100,100,0,0,19.246,0,22.513,55.612,18.006,13.396,18,300,460.93,482.91
"2018-08-20 8:00",145.37,76.724,99.963,100,0,0,11.665,0,22.516,56.698,15.947,11.71,18.98,83.48,16,500,440.17,503.05,77.439,61.764,100,100,0,0,22.877,0,22.454,56.119,18.067,13.393,18,300,462.96,482.91
"2018-08-20 9:00",156.56,78.704,40,100,0,0,15.845,0,22.586,57.54,16.002,11.706,21.3,61.201,16,500,440.17,503.05,86.568,61.764,30,83.333,0,0,27.288,0,22.438,57.115,18.046,13.39,18,300,485.35,495.42
"2018-08-20 10:00",160.82,79.448,40,0,0,0,17.765,0,22.718,57.382,15.992,11.704,23.889,50.638,16,500,431.83,535.61,109.51,69.269,30,0,0,0,31.613,0,22.475,57.415,18.114,13.391,18,300,471.1,520.15
"2018-08-20 11:00",161.81,79.857,40,0,0,0,18.744,0,22.807,56.965,15.919,11.7,26.853,43.178,15.931,500,415.14,551.89,130.85,76.77,30,0,0,0,32.352,0,22.486,57.591,18.093,13.385,18,300,460.93,556.78
"2018-08-20 12:00",158.62,79.256,40,0,0,0,19.518,0,22.806,56.754,15.907,11.699,29.148,35.154,15.837,500,394.79,535.61,130.56,76.77,30,0,0,0,35.984,0,22.553,57.243,18.008,13.386,18,300,436.71,531.75
"2018-08-20 13:00",160.41,79.602,40,0,0,0,19.335,0,22.777,56.471,15.848,11.692,30.056,30.297,15.927,500,390.72,535.61,138.72,76.77,30,0,0,0,35.591,0,22.66,56.42,17.96,13.388,18,300,436.51,519.54
"2018-08-20 14:00",159.61,79.525,40,0,0,0,18.623,0,22.691,56.781,16.051,11.697,29.712,31.495,15.975,500,370.37,564.1,140.27,76.77,30,0,0,0,35.452,0,22.572,56.631,17.962,13.389,18,300,422.26,531.75
"2018-08-20 15:00",157.86,79.103,40,0,0,0,18.198,0,22.615,56.599,15.999,11.695,30.394,26.924,16,500,366.3,576.31,156.22,76.77,30,0,0,0,36,0,22.562,56.187,18.058,13.389,18,300,412.09,556.17
"2018-08-20 16:00",149.6,77.491,40,0,0,0,17.202,0,22.596,56.074,16.058,11.695,32.941,21.357,16,500,366.3,572.24,163.33,76.77,30,0,0,0,37.083,0,22.572,55.566,18.005,13.391,17.919,300,412.09,556.17
"2018-08-20 17:00",147.89,77.178,40,0,0,0,17.935,0,22.554,55.285,15.987,11.699,29.004,29.545,16,500,366.3,535.61,153.51,76.77,30,0,0,0,38.376,0,22.624,54.636,17.437,13.394,17.476,300,412.09,519.54
"2018-08-20 18:00",142.44,76.229,40,0,0,0,16.321,0,22.519,54.829,15.93,11.697,27.129,33.519,16,500,366.3,498.98,151.98,76.77,30,0,0,0,36.286,0,22.663,53.929,18.036,13.386,17.994,300,412.09,489.01
"2018-08-20 19:00",125.36,72.625,40,0,0,0,14.832,0,22.489,54.755,15.996,11.7,25.744,39.074,16,500,366.3,478.63,130.2,71.752,30,0,0,0,35.417,0,22.604,53.816,18.009,13.388,18,300,412.09,458.49
"2018-08-20 20:00",55.788,34.858,0,0,0,0,7.1236,0,22.535,54.867,16.126,11.695,24.387,44.482,14.841,500,399.37,474.56,103.79,66.739,30,0,0,0,32.176,0,22.642,53.819,17.833,13.397,18,300,412.09,446.28
"2018-08-20 21:00",0,0,0,0,0,0,0,0,22.858,54.534,17.916,11.681,23.361,50.764,13,500,440.78,454.21,91.279,66.739,30,0,0,0,31.315,0,22.717,54.294,17.923,13.395,18,300,416.16,452.38
"2018-08-20 22:00",0,0,0,0,0,0,0,0,23.007,54.848,19.588,11.671,22.624,52.411,13,500,440.78,454.21,85.921,66.739,30,0,0,0,33.37,0,22.744,54.723,17.867,13.398,18,300,436.51,458.49
"2018-08-20 23:00",0,0,0,0,0,0,0,0,23.1,55.074,20.441,11.666,22.311,55.466,13,500,440.78,454.21,84.502,61.703,30,0,0,0,31.905,0,22.79,54.922,17.863,13.391,18,300,436.51,458.49
"2018-08-21 0:00",0,0,0,0,0,0,0,0,23.125,55.569,21.02,11.662,21.513,60.789,13,500,440.78,454.21,81.753,61.703,30,0,0,0,29.344,0,22.774,55.599,18.002,13.395,18,300,436.51,458.49
"2018-08-21 1:00",0,0,0,0,0,0,0,0,23.091,56.253,21.216,11.664,20.994,64.685,13,500,440.78,454.21,81.239,61.703,100,7.6923,0,0,30.414,0,22.693,56.17,18.082,13.396,18,300,436.51,458.49
"2018-08-21 2:00",0,0,0,0,0,0,0,0,23.109,57.409,20.993,11.664,20.378,67.861,13,500,440.78,462.35,84.095,61.703,100,100,0,0,28.935,0,22.718,57.004,18.008,13.391,18,300,436.51,458.49
"2018-08-21 3:00",9.8599,15.212,0,0,0,0,6.0912,0,23.149,57.867,19.187,11.667,19.897,70.474,13,500,436.71,478.63,80.012,61.703,100,100,0,0,28.496,0,22.685,57.552,18.055,13.393,18,300,436.51,458.49
"2018-08-21 4:00",11.256,0,0,0,0,0,0,0,22.951,58.216,15.849,11.695,19.015,87.203,13,500,440.27,478.63,84.419,61.703,100,100,0,0,25.766,0,22.691,57.621,17.818,13.397,18,300,440.58,458.49
"2018-08-21 5:00",10.812,15.386,0,0,0,0,9.4706,0,23.009,58.793,15.356,11.698,17.87,92.5,13,500,460.52,478.63,75.97,61.703,100,100,0,0,21.389,0,22.718,57.737,17.997,13.397,18,300,460.93,482.91
"2018-08-21 6:00",0,0,0,0,0,0,0,0,22.816,59.678,16.393,11.701,17.417,92.5,13,500,484.94,503.05,78.337,61.703,100,100,0,0,19.651,0,22.705,57.568,18.026,13.397,18,300,465,507.33
"2018-08-21 7:00",107.77,56.064,62.689,66.667,0,0,18.518,0,22.761,57.338,16.06,11.71,17.919,91.395,13.761,500,460.11,511.19,76.014,61.703,100,100,0,0,20.262,0,22.589,56.96,18.013,13.392,18,300,485.35,507.33
"2018-08-21 8:00",143.4,76.73,99.757,100,0,0,12.781,0,22.459,57.588,16.019,11.703,19.066,84.116,15.978,500,463.98,519.33,79.836,61.703,100,100,0,0,25.21,0,22.378,57.32,18.045,13.395,18,300,485.35,507.33
"2018-08-21 9:00",132.52,74.671,99.757,100,0,0,15.49,0,22.507,58.441,15.961,11.704,20.905,66.995,16,500,451.77,503.05,89.352,61.703,100,100,0,0,30.393,0,22.386,58.324,18.019,13.392,18,300,485.35,507.33
"2018-08-21 10:00",133.92,75.358,40,75,0,0,16.996,0,22.491,59.512,15.962,11.704,21.933,63.679,16,500,452.18,519.33,103.7,66.715,30,69.231,0,0,30.213,0,22.479,59.218,17.945,13.386,18,300,485.35,495.42
"2018-08-21 11:00",141.11,76.371,40,0,0,0,17.981,0,22.543,59.445,16.034,11.698,23.875,56.954,16,500,403.54,527.47,104.94,66.715,30,0,0,0,32.233,0,22.511,59.237,18.012,13.389,18,300,450.75,507.94
"2018-08-21 12:00",151.86,78.551,40,0,0,0,18.638,0,22.524,59.351,15.997,11.701,25.293,53.392,16,500,391.33,527.47,115.68,71.722,30,0,0,0,32.76,0,22.42,59.756,18.002,13.389,18,300,436.51,507.94
"2018-08-21 13:00",144.96,77.621,40,0,0,0,18.57,0,22.527,59.814,15.979,11.697,25.258,54.864,16,500,391.33,535.61,127.31,71.722,30,0,0,0,34.758,0,22.48,59.972,17.986,13.39,18,300,436.51,507.94
"2018-08-21 14:00",138.25,76.435,40,0,0,0,17.808,0,22.493,60.039,15.995,11.694,24.54,56.861,16,500,391.33,568.17,122.09,71.722,30,0,0,0,33.163,0,22.559,59.774,17.887,13.384,18,300,436.51,538.46
"2018-08-21 15:00",132.28,75.077,40,0,0,0,18.211,0,22.446,60.437,16.003,11.7,24.042,59.985,16,500,391.33,592.59,123.84,71.722,30,0,0,0,34.787,0,22.52,59.96,18.049,13.394,18,300,436.51,556.78
"2018-08-21 16:00",130.17,74.481,40,0,0,0,18.986,0,22.465,60.7,15.995,11.701,22.537,81.261,16,500,391.33,596.66,115.43,71.722,30,0,0,0,33.528,0,22.456,60.773,18.007,13.389,18,300,436.51,556.78
"2018-08-21 17:00",119.66,72.96,100,66.667,0,0,19.843,0,22.385,61.54,16.027,11.703,20.197,92.5,16,500,407.61,535.61,102.68,66.699,100,69.231,0,0,34.104,0,22.439,61.691,18.131,13.391,18,300,444.65,519.84
"2018-08-21 18:00",116.34,72.903,100,100,0,0,20.388,0,22.381,62.185,15.981,11.701,19.788,92.5,16,500,423.89,470.49,97.721,66.699,100,100,0,0,35.267,0,22.451,62.437,18,13.389,18,300,460.93,452.38
"2018-08-21 19:00",111.88,72.06,100,100,0,0,20.171,0,22.311,62.595,15.985,11.703,19.888,92.5,16,500,400.8,454.21,95.147,66.699,100,100,0,0,33.41,0,22.409,62.766,18.002,13.389,18,300,454.82,434.07
"2018-08-21 20:00",58.478,35.957,0,58.333,0,0,9.255,0,22.284,63.812,16.1,11.7,19.753,92.5,14.874,500,407.61,454.21,89.76,66.699,100,100,0,0,34.197,0,22.401,63.228,17.99,13.394,18,300,436.51,434.07
"2018-08-21 21:00",0,0,0,0,0,0,0,0,22.485,66.463,17.559,11.693,19.854,92.5,13,500,440.17,454.21,89.653,66.699,100,100,0,0,33.355,0,22.481,64.079,18.008,13.395,18,300,436.51,434.07
"2018-08-21 22:00",0,0,0,0,0,0,0,0,22.602,67.014,18.398,11.685,19.374,92.5,13,500,440.17,454.21,81.769,66.699,100,100,0,0,35.269,0,22.68,63.842,18.035,13.389,18,300,436.51,434.07
"2018-08-21 23:00",0,0,0,0,0,0,0,0,22.698,67.123,19.231,11.682,19.572,92.5,13,500,440.17,454.21,81.404,66.699,100,100,0,0,33.853,0,22.626,64.268,17.985,13.397,18,300,436.51,434.07
"2018-08-22 0:00",0,0,0,0,0,0,0,0,22.819,66.825,19.583,11.671,19.963,92.5,13,500,440.17,454.21,78.396,66.699,100,100,0,0,33.571,0,22.633,64.348,18.025,13.387,18,300,436.51,434.07
"2018-08-22 1:00",0,0,0,0,0,0,0,0,22.919,66.476,19.959,11.674,20.254,92.5,13,500,440.17,454.21,78.706,66.699,100,100,0,0,35.21,0,22.671,64.257,17.999,13.392,18,300,436.51,434.07
"2018-08-22 2:00",8.2342,15.934,0,0,0,0,8.2884,0,22.997,64.995,16.245,11.683,20.72,92.5,13,500,434.53,454.21,75.046,66.699,100,100,0,0,34.661,0,22.642,64.429,18.012,13.396,18,300,436.51,434.07
"2018-08-22 3:00",9.0583,13.382,0,0,0,0,8.9703,0,23.01,64.942,17.075,11.692,20.669,92.5,13,500,426.13,437.93,75.049,66.699,100,100,0,0,36.032,0,22.737,64.158,17.953,13.384,18,300,436.51,434.07
"2018-08-22 4:00",8.5968,0,0,0,0,0,10.729,0,22.901,64.809,15.61,11.695,20.803,92.5,13,500,417.99,429.79,76.034,66.699,100,100,0,0,36.331,0,22.707,64.28,17.981,13.391,18,300,436.51,433.61
"2018-08-22 5:00",15.698,28.186,0,0,0,0,0,0,22.967,64.831,17.267,11.695,20.674,92.5,13,500,415.25,429.79,78.49,66.699,100,100,0,0,35.88,0,22.585,64.818,17.972,13.389,18,300,436.51,433.45
"2018-08-22 6:00",76.71,63.98,0,0,0,0,20.645,0,22.687,62.49,14.314,11.712,18.913,92.5,13,500,389.85,437.93,71.763,61.663,100,100,0,0,30.691,0,22.376,64.133,18.014,13.389,18,300,436.51,433.45
"2018-08-22 7:00",125.28,74.833,100,75,0,0,19.461,0,22.316,60.745,15.11,11.711,17.842,92.5,15.001,500,389.5,454.21,77.183,61.663,100,100,0,0,23.212,0,22.229,63.232,17.988,13.395,18,300,436.51,427.35
"2018-08-22 8:00",124.49,74.938,100,100,0,0,15.807,0,22.341,61.867,16.054,11.704,17.78,92.5,16,500,389.5,454.21,88.565,61.663,100,100,0,0,24.073,0,22.263,63.403,17.999,13.395,18,300,436.51,433.45
"2018-08-22 9:00",123.33,74.414,100,100,0,0,15.956,0,22.317,62.04,16.009,11.705,18.389,92.5,16,500,389.5,454.21,83.463,61.663,100,100,0,0,25.705,0,22.181,63.256,17.982,13.389,18,300,436.51,433.45
"2018-08-22 10:00",125.21,74.677,100,100,0,0,15.369,0,22.359,61.908,16.006,11.704,19.83,91.042,16,500,405.78,486.98,80.405,61.663,100,100,0,0,26.27,0,22.187,62.795,18.009,13.391,18,300,436.51,439.56
"2018-08-22 11:00",129.16,75.164,100,100,0,0,15.72,0,22.356,61.684,15.991,11.702,20.64,81.121,16,500,426.13,487.38,90.524,61.663,100,100,0,0,27.248,0,22.241,62.158,18,13.391,18,300,452.79,457.88
"2018-08-22 12:00",127.11,74.693,100,100,0,0,14.836,0,22.345,61.264,16.019,11.701,20.426,77.537,16,500,413.92,479.24,96.477,66.664,100,100,0,0,26.697,0,22.206,61.702,18.049,13.386,18,300,460.93,457.88
"2018-08-22 13:00",134.92,76.051,100,100,0,0,14.138,0,22.339,61.02,15.987,11.698,20.194,70.891,16,500,413.92,479.24,102.4,66.664,100,100,0,0,26.58,0,22.266,60.786,17.891,13.392,18,300,460.93,457.88
"2018-08-22 14:00",134.34,75.932,100,100,0,0,11.988,0,22.333,59.902,15.974,11.702,19.93,62.66,16,500,417.99,483.31,112.39,66.664,100,100,0,0,26.503,0,22.152,59.519,18.016,13.395,18,300,460.93,457.88
"2018-08-22 15:00",128.15,74.436,100,100,0,0,11.217,0,22.268,58.43,15.965,11.704,20.141,57.62,16,500,438.34,503.66,104.38,66.664,100,100,0,0,28.246,0,22.145,57.629,17.969,13.391,18,300,460.93,457.88
"2018-08-22 16:00",121.23,73.691,100,100,0,0,11.527,0,22.282,56.652,15.996,11.703,20.391,55.315,16,500,434.27,491.45,96.179,66.664,100,100,0,0,26.955,0,22.163,56.033,17.903,13.388,18,300,460.93,457.88
"2018-08-22 17:00",115.85,72.431,100,100,0,0,10.967,0,22.23,54.617,15.982,11.704,19.872,52.484,16,500,413.92,454.82,80.688,61.664,100,100,0,0,26.33,0,22.22,53.714,18.021,13.392,18,300,458.89,433.45
"2018-08-22 18:00",110.35,71.475,100,100,0,0,10.5,0,22.169,52.798,15.987,11.703,19.29,53.981,16,500,393.57,454.82,74.115,61.664,100,100,0,0,23.332,0,22.074,52.439,17.947,13.39,18,300,436.51,433.45
"2018-08-22 19:00",109.34,71.26,100,100,0,0,9.3804,0,22.143,51.899,15.996,11.703,18.8,55.045,16,500,389.5,446.68,74.589,61.664,100,100,0,0,23.932,0,22.051,51.554,18,13.39,18,300,436.51,427.35
"2018-08-22 20:00",57.508,35.493,0,50,0,0,4.1014,0,22.042,51.296,15.912,11.707,17.78,57.95,14.911,500,401.71,430.4,70.061,61.664,100,100,0,0,19.07,0,22.044,50.593,18.009,13.392,18,300,436.51,409.04
"2018-08-22 21:00",0,0,0,0,0,0,0,0,22.063,52.512,16.854,11.698,16.967,62.239,13,500,413.92,430.4,68.495,61.664,100,100,0,0,17.461,0,22.276,50.083,17.974,13.389,18,300,436.51,409.04
"2018-08-22 22:00",0,0,0,0,0,0,0,0,22.005,53.094,17.685,11.69,16.314,63.276,13,500,413.92,430.4,68.317,61.664,100,100,0,0,14.328,0,22.335,49.376,17.933,13.392,18,300,436.51,409.04
"2018-08-22 23:00",0,0,0,0,0,0,0,0,22.024,53.204,18.095,11.694,15.535,68.916,13,500,413.92,430.4,64.639,56.653,100,100,0,0,13.072,0,22.44,48.883,18.044,13.391,18,300,436.51,409.04
"2018-08-23 0:00",0,0,0,0,0,0,0,0,22.087,53.34,18.196,11.693,15.102,85.178,13,500,413.92,430.4,65.784,56.653,94.992,98.711,0,0,5.822,0,22.341,49.176,17.94,13.396,18,300,436.51,415.14
"2018-08-23 1:00",0,0,0,0,0,0,0,0,21.986,54.085,18.462,11.693,14.682,87.071,13,500,413.92,430.4,64.411,56.653,94.992,94.499,0,0,0,0,22.261,49.169,18.023,13.396,18,300,436.51,409.45
"2018-08-23 2:00",0,0,0,0,0,0,0,0,21.934,53.967,18.723,11.689,14.475,92.5,13,500,413.92,451.26,66.374,56.653,94.992,92.253,0,0,0,0,22.295,48.923,17.986,13.398,18,300,436.51,433.45
"2018-08-23 3:00",0,0,0,0,0,0,0,0,21.902,54.038,19.042,11.692,14.355,91.501,13,500,434.78,455.43,62.827,56.653,94.992,93.223,0,0,0,0,22.304,48.736,17.998,13.39,18,300,436.51,427.35
"2018-08-23 4:00",0,0,0,0,0,0,0,0,21.919,53.891,19.183,11.691,14.193,91.788,13,500,438.95,455.43,65.466,56.653,94.992,91.008,0,0,0,0,22.385,48.298,17.987,13.394,18,300,436.51,433.45
"2018-08-23 5:00",0,0,0,0,0,0,0,0,21.965,53.438,18.864,11.694,13.886,92.421,13,500,438.95,455.43,61.898,56.653,94.992,90.824,0,0,0,0,22.36,48.082,18.009,13.395,18,300,436.51,433.45
"2018-08-23 6:00",0,0,0,0,0,0,0,0,21.991,52.786,18.552,11.693,13.442,92.5,13,500,438.95,455.43,66.16,56.653,89.969,86.763,0,0,0,0,22.259,47.824,17.992,13.391,18,300,436.51,433.45
"2018-08-23 7:00",92.032,53.549,65.705,70.878,0,0,5.1621,0,22.46,49.176,17.259,11.7,13.851,91.694,14.425,500,410.46,455.43,66.127,56.653,89.969,90.193,0,0,0,0,22.153,47.718,17.998,13.393,18,300,436.51,433.45
"2018-08-23 8:00",127.68,73.992,97.418,100,0,0,6.1706,0,22.304,48.119,16.037,11.707,15.163,84.55,16,500,414.53,455.43,73.038,61.662,97.499,95.636,0,0,0.099859,0,22.046,47.902,18.024,13.395,18,300,436.51,433.45
"2018-08-23 9:00",139.09,75.805,97.418,100,0,0,8.7695,0,22.452,48.683,16.033,11.706,17.346,63.885,16,500,414.53,459.5,93.433,61.662,100,100,0,0,16.917,0,22.145,48.508,18.105,13.388,18,300,436.51,451.77
"2018-08-23 10:00",147.54,77.06,40,50,0,0,13.064,0,22.532,49.79,15.963,11.702,19.37,54.439,16,500,451.16,487.99,104.92,66.671,100,100,0,0,24.292,0,22.088,49.892,18.074,13.39,18,300,452.79,463.98
"2018-08-23 11:00",151.62,77.962,70,25,0,0,15.474,0,22.531,50.585,15.999,11.699,21.564,45.337,16,500,463.37,516.48,113.12,66.671,48.333,16.667,0,0,29.536,0,22.044,50.983,18.143,13.391,18,300,578.55,501.53
