"Time","CS_0PA1FSA00_TL","CS_0PA1RSF00_TL","CS_0PA1RDMFA_TL","CS_0PA1RDMEA_TL","CS_0PA1RHRW0_TL","CS_0PA1RHC00_TL","CS_0PA1RCC00_TL","CS_0PA1RSV00_TL","CS_0PA1TRA00_TL","CS_0PA1HRA00_TL","CS_0PA1TSA00_TL","CS_0PA1HSA00_TL","CS_0PA1TOA00_TL","CS_0PA1HOA00_TL","SAT_SP_TL","SASP_SP_TL","CS_0PA1_SA_CO2_TL","CS_0PA1_RA_CO2_TL","CS_0PA2FSA00_TL","CS_0PA2RSF00_TL","CS_0PA2RDMFA_TL","CS_0PA2RDMEA_TL","CS_0PA2RHRW0_TL","CS_0PA2RHC00_TL","CS_0PA2RCC00_TL","CS_0PA2RSV00_TL","CS_0PA2TRA00_TL","CS_0PA2HRA00_TL","CS_0PA2TSA00_TL","CS_0PA2HSA00_TL","SAT_SP_TL.1","SASP_SP_TL.1","CS_0PA2_SA_CO2_TL","CS_0PA2_RA_CO2_TL"
"2018-09-15 13:00",187.73,85.219,40,0,0,0,24.592,0,21.91,60.667,15.711,11.692,30.509,46.153,15.798,500,415.14,556.78,139.32,76.525,30,0,0,0,36.705,0,21.978,63.231,18.031,13.38,18,300,449.33,510.99
"2018-09-15 14:00",186.83,85.171,40,0,0,0,23.833,0,21.902,61.526,16.007,11.691,31.586,43.272,16,500,415.14,556.78,149.64,76.525,30,0,0,0,37.642,0,22.114,63.264,18.002,13.38,18,300,449.33,535.41
"2018-09-15 15:00",177.52,83.552,40,0,0,0,24.088,0,21.841,61.647,15.825,11.696,32.016,39.945,15.817,500,394.79,556.78,170.19,81.532,30,0,0,0,38.899,0,22.197,62.932,18.048,13.383,18,300,449.33,535.41
"2018-09-15 16:00",168.2,82.053,40,0,0,0,24.51,0,21.76,61.358,15.513,11.693,34.422,34.985,15.447,500,390.72,556.78,178.03,81.532,30,0,0,0,39.537,0,22.181,62.834,18.053,13.389,18,300,449.33,535.41
"2018-09-15 17:00",79.318,39.816,0,0,0,0,13.486,0,21.899,61.565,15.411,11.695,31.529,44.168,13.9,500,435.8,556.78,181.18,81.532,30,0,0,0,38.703,0,22.189,62.627,17.802,13.388,17.806,300,449.33,529.3
"2018-09-15 18:00",0,0,0,0,0,0,0,0,22.839,61.28,18.537,11.662,28.728,51.306,13,500,489.01,528.29,159.08,81.532,30,0,0,0,37.199,0,22.315,62.586,17.725,13.386,17.864,300,449.33,510.99
"2018-09-15 19:00",0,0,0,0,0,0,0,0,23.528,60.568,19.966,11.65,27.357,55.495,13,500,489.01,507.94,151.06,76.53,30,0,0,0,36.421,0,22.382,62.961,17.967,13.392,18,300,449.33,492.67
"2018-09-15 20:00",0,0,0,0,0,0,0,0,23.673,60.594,20.87,11.64,26.699,60.11,13,500,472.73,495.73,128.26,76.53,30,0,0,0,37.011,0,22.302,63.411,17.966,13.387,18,300,449.33,486.57
"2018-09-15 21:00",7.4455,14.109,0,0,0,0,0,0,23.476,60.941,21.148,11.641,26.054,63.176,13,500,459.09,483.52,107.37,71.522,30,0,0,0,33.712,0,22.327,63.631,18.04,13.385,18,300,449.33,486.57
"2018-09-15 22:00",1.9039,12.961,0,0,0,0,0,0,22.899,62.301,18.168,11.671,25.289,63.544,13,500,443.63,483.52,100.25,66.499,30,0,0,0,34.006,0,22.418,63.327,18.057,13.385,18,300,449.33,486.57
"2018-09-15 23:00",21.166,37.681,0,0,0,0,6.9459,0,22.726,62.615,16.329,11.684,24.847,66.349,13,500,443.7,495.73,97.971,66.499,30,0,0,0,32.497,0,22.35,63.288,17.996,13.394,18,300,449.33,486.57
"2018-09-16 0:00",23.565,14.13,0,0,0,0,8.2451,0,22.545,62.947,15.634,11.697,24.204,80.371,13,500,444.2,507.94,95.473,66.499,30,0,0,0,31.661,0,22.251,63.556,17.942,13.395,18,300,449.33,486.57
"2018-09-16 1:00",24.523,28.856,0,0,0,0,11.826,0,22.44,62.863,15.241,11.7,23.301,92.5,13,500,444.24,507.94,92.139,66.499,30,0,0,0,30.349,0,22.097,63.924,18.059,13.389,18,300,451.36,486.57
"2018-09-16 2:00",16.912,26.096,0,0,0,0,3.8451,0,22.482,63.217,16.404,11.696,22.445,92.5,13,500,452.28,507.94,90.005,61.494,30,0,0,0,29.663,0,22.15,63.898,18.032,13.397,18,300,473.75,486.57
"2018-09-16 3:00",12.651,22.33,0,0,0,0,0,0,22.487,63.496,15.331,11.705,21.7,92.5,13,500,459.91,507.94,85.958,61.494,30,0,0,0,31.036,0,22.17,63.837,18.037,13.392,18,300,473.75,486.57
"2018-09-16 4:00",14.058,13.733,0,0,0,0,5.621,0,22.487,63.567,16.221,11.7,20.983,92.5,13,500,463.37,507.94,87.768,61.494,30,0,0,0,30.707,0,22.136,64.061,18.024,13.391,18,300,481.89,492.67
"2018-09-16 5:00",16.333,29.395,0,0,0,0,3.5534,0,22.465,63.358,14.175,11.697,20.45,92.5,13,500,462.76,507.94,83.679,61.494,30,0,0,0,29.272,0,22.102,64.043,17.978,13.396,18,300,498.17,504.88
"2018-09-16 6:00",23.668,30.519,0,0,0,0,7.0117,0,22.382,63.227,14.045,11.706,20.159,92.5,13,500,474.97,520.15,80.712,61.494,100,100,0,0,32.526,0,22.179,64.188,18.016,13.392,18,300,498.17,523.2
"2018-09-16 7:00",8.5481,7.5,0,0,0,0,0,0,22.396,64.491,15.262,11.708,20.022,92.5,13,500,482.6,532.36,80.054,61.494,100,100,0,0,29.785,0,22.17,64.795,18.005,13.387,18,300,498.17,523.2
"2018-09-16 8:00",28.22,19.645,0,0,0,0,4.1792,0,22.462,63.839,15.09,11.703,20.685,92.5,13,500,474.36,528.29,90.962,61.494,100,100,0,0,33.559,0,22.09,65.299,17.949,13.394,18,300,498.17,510.99
"2018-09-16 9:00",38.98,29.432,0,0,0,0,7.6571,0,22.699,62.161,14.732,11.709,23.315,78.173,13,500,454.01,507.94,99.906,66.498,30,16.667,0,0,31.483,0,22.043,64.993,18.017,13.389,18,300,498.17,510.99
"2018-09-16 10:00",48.07,58.091,0,0,0,0,11.823,0,22.766,60.484,15.078,11.709,25.43,58.949,13,500,445.87,507.94,108.91,66.498,30,0,0,0,33.137,0,22.132,63.829,17.993,13.393,18,300,477.82,510.99
"2018-09-16 11:00",49.79,31.94,0,0,0,0,7.6378,0,23.015,59.64,13.506,11.705,27.547,51.906,13,500,441.8,507.94,118.31,71.521,30,0,0,0,34.797,0,22.258,62.978,18.018,13.386,18,300,473.75,510.99
"2018-09-16 12:00",33.376,16.689,0,0,0,0,4.6325,0,23.26,59.796,14.756,11.693,29.172,46.148,13,500,445.87,507.94,119.26,71.521,30,0,0,0,34.118,0,22.333,62.995,17.944,13.389,18,300,473.75,498.78
"2018-09-16 13:00",41.088,26.877,0,0,0,0,13.162,0,23.085,59.091,15.508,11.695,30.302,41.809,13,500,433.66,507.94,129.72,71.521,30,0,0,0,36.052,0,22.351,62.543,18.019,13.38,18,300,457.47,486.57
"2018-09-16 14:00",88.231,66.315,0,0,0,0,26.548,0,22.726,58.147,12.808,11.7,31.51,38.194,13,500,409.24,507.94,141.79,76.548,30,0,0,0,36.506,0,22.375,61.668,18.012,13.39,18,300,449.33,486.57
"2018-09-16 15:00",91.708,67.368,0,0,0,0,22.214,0,22.403,56.927,13.026,11.711,32.397,34.61,13,500,388.89,507.94,153.55,76.548,30,0,0,0,35.81,0,22.222,61.388,18.053,13.386,18,300,449.33,486.57
"2018-09-16 16:00",88.827,66.606,0,0,0,0,21.518,0,22.28,56.71,12.998,11.71,33.396,32.631,13,500,388.89,507.94,156.87,76.548,30,0,0,0,36.852,0,22.204,61.173,18.15,13.386,18,300,449.33,486.57
"2018-09-16 17:00",86.809,66.301,0,0,0,0,21.11,0,22.202,56.545,13.014,11.711,30.462,41.16,13,500,388.89,507.94,150.37,76.548,30,0,0,0,37.272,0,22.219,60.958,17.855,13.384,17.84,300,449.33,485.96
"2018-09-16 18:00",85.075,65.904,0,0,0,0,20.769,0,22.154,56.693,12.959,11.717,28.15,47.998,13,500,388.89,507.94,148.2,76.548,30,0,0,0,35.913,0,22.255,60.82,17.959,13.392,18,300,449.33,485.96
"2018-09-16 19:00",57.782,49.185,0,0,0,0,13.505,0,22.12,57.663,13.347,11.719,27.061,52.41,13,500,409.65,507.94,135.45,76.548,30,0,0,0,34.307,0,22.185,60.948,17.969,13.394,18,300,449.33,485.96
"2018-09-16 20:00",3.4767,0,0,0,0,0,0,0,22.695,60.41,16.992,11.691,25.847,57.893,13,500,463.37,507.94,112.73,71.548,30,0,0,0,33.154,0,22.378,61.231,18.054,13.385,18,300,449.33,485.96
"2018-09-16 21:00",17.951,15.611,0,0,0,0,0,0,22.736,60.328,14.437,11.698,24.51,66.825,13,500,450.94,507.94,108.92,71.548,30,0,0,0,32.784,0,22.285,62.028,17.992,13.393,18,300,449.33,485.96
"2018-09-16 22:00",28.705,27.794,0,0,0,0,3.3154,0,22.666,60.589,14.918,11.7,23.494,81.191,13,500,444.04,507.94,102.48,66.54,30,0,0,0,32.951,0,22.356,62.012,18.028,13.389,18,300,449.33,485.96
"2018-09-16 23:00",35.19,27.657,0,0,0,0,3.7413,0,22.55,60.528,14.704,11.704,22.603,92.5,13,500,448.1,524.11,93.229,66.54,30,0,0,0,30.439,0,22.345,61.886,17.937,13.389,18,300,449.33,485.96
"2018-09-17 0:00",24.178,27.863,0,0,0,0,3.4178,0,22.503,60.611,14.357,11.709,21.909,92.5,13,500,450.75,507.33,90.045,66.54,30,0,0,0,31.142,0,22.167,62.518,18.067,13.389,18,300,449.33,485.96
"2018-09-17 1:00",31.09,42.658,0,0,0,0,7.2722,0,22.439,60.724,15.684,11.708,20.965,92.5,13,500,451.16,507.33,89.343,61.536,30,0,0,0,29.056,0,22.154,62.509,18.067,13.39,18,300,457.47,485.96
"2018-09-17 2:00",20.597,15.84,0,0,0,0,3.9687,0,22.538,61.436,14.373,11.702,20.198,92.5,13,500,459.3,507.33,86.053,61.536,100,25,0,0,30.296,0,22.144,62.529,17.938,13.396,18,300,473.75,485.96
"2018-09-17 3:00",30.755,41.73,0,0,0,0,11.006,0,22.503,61.499,14.434,11.706,19.692,92.5,13,500,451.06,507.33,85.338,61.536,100,100,0,0,31.02,0,22.153,63.697,18.005,13.391,18,300,473.75,485.96
"2018-09-17 4:00",36.602,28.738,0,0,0,0,6.8836,0,22.417,61.424,14.362,11.713,19.447,92.5,13,500,451.16,507.33,85.064,61.536,100,100,0,0,30.565,0,22.066,64.4,18.012,13.388,18,300,473.75,492.06
"2018-09-17 5:00",25.576,35.945,0,0,0,0,6.0598,0,22.417,62.082,15.467,11.71,19.336,92.5,13,500,459.3,507.33,84.685,61.536,100,100,0,0,29.178,0,22.123,64.343,17.989,13.389,18,300,473.75,510.38
"2018-09-17 6:00",18.976,12.423,0,0,0,0,3.6072,0,22.457,62.807,14.831,11.71,19.323,92.5,13,500,474.97,519.54,79.769,61.536,100,100,0,0,27.474,0,22.245,64.065,17.999,13.391,18,300,473.75,510.38
"2018-09-17 7:00",18.454,12.913,0,0,0,0,9.9067,0,22.449,63.468,15.542,11.712,19.298,92.5,13,500,470.9,531.75,80.203,61.536,100,100,0,0,28.536,0,22.102,64.647,18.018,13.389,18,300,473.75,510.38
"2018-09-17 8:00",182.73,83.422,59.106,91.667,0,0,91.037,0,22.189,59.62,14.562,11.712,20.33,92.5,13,500,438.34,531.75,90.044,61.536,100,100,0,0,31.992,0,22.031,63.649,18.015,13.389,18,300,483.92,510.38
"2018-09-17 9:00",184.86,83.411,40,8.3333,0,0,59.931,0,21.888,57.108,12.99,11.722,23.203,79.931,13.095,500,438.34,580.59,116.84,69.039,30,16.667,0,0,32.535,0,21.945,62.475,18.042,13.385,18,300,485.96,529
"2018-09-17 10:00",187.81,84.264,40,0,0,0,57.568,0,21.941,56.655,13.215,11.72,25.636,58.461,13.153,500,413.92,633.5,137.82,71.542,30,0,0,0,34.528,0,21.957,61.412,18.017,13.386,18,300,457.47,596.46
"2018-09-17 11:00",189.79,84.173,40,0,0,0,64.721,0,22.023,56.465,13.167,11.712,27.939,49.445,13.1,500,397.64,686.92,142.42,76.542,30,0,0,0,33.944,0,21.979,61.285,17.944,13.382,18,300,443.22,645.6
"2018-09-17 12:00",189.49,84.49,40,0,0,0,69.145,0,22.074,55.911,13.005,11.715,29.548,43.366,13,500,389.5,719.58,171.36,81.552,30,0,0,0,36.022,0,22.1,60.692,18.065,13.384,18,300,424.91,688.64
"2018-09-17 13:00",182.06,83.198,40,0,0,0,62.113,0,22.049,55.48,12.942,11.71,30.115,40.131,13,500,389.5,731.79,174.05,81.552,30,0,0,0,36.737,0,22.14,60.167,17.976,13.383,17.995,300,424.91,706.96
"2018-09-17 14:00",173.18,82.225,40,0,0,0,52.177,0,21.985,55.248,12.967,11.713,30.774,37.035,13,500,389.5,752.14,184.23,81.552,30,0,0,0,37.189,0,22.224,59.584,17.787,13.391,17.662,300,424.91,731.38
"2018-09-17 15:00",165.31,80.657,40,0,0,0,40.553,0,21.891,55.346,13.015,11.719,30.916,36.002,13.104,500,389.5,752.14,192.83,81.552,30,0,0,0,39.798,0,22.113,59.274,17.209,13.395,17.233,300,424.91,755.8
"2018-09-17 16:00",163.56,80.443,40,0,0,0,36.377,0,21.812,55.261,13.269,11.712,32.679,31.908,13.258,500,389.5,752.14,192.05,84.054,30,0,0,0,48.62,0,22.019,57.891,15.846,13.406,15.844,300,424.91,749.69
"2018-09-17 17:00",154.37,78.575,40,0,0,0,32.65,0,21.786,55.138,13.291,11.712,29.917,41.228,13.3,500,389.5,731.79,177.76,81.55,30,0,0,0,45.257,0,22,57.313,16.09,13.401,15.942,300,424.91,706.96
"2018-09-17 18:00",150.4,78.128,40,0,0,0,32.208,0,21.714,54.907,13.039,11.714,27.179,45.767,13.075,500,389.5,670.74,166.42,81.55,30,0,0,0,38.169,0,21.978,57.039,16.059,13.404,16.4,300,424.91,645.91
"2018-09-17 19:00",140.94,76.404,40,0,0,0,26.021,0,21.611,55.375,13.345,11.717,25.335,50.764,13.388,500,389.5,629.53,159.1,76.546,30,0,0,0,33.329,0,22.097,57.409,17.794,13.39,17.837,300,424.91,596.76
"2018-09-17 20:00",142.81,77.141,40,0,0,0,18.8,0,21.684,57.082,14.864,11.711,23.68,59.28,14.907,500,389.5,600.94,124.36,71.545,30,0,0,0,32.262,0,22.115,58.031,18.078,13.393,18,300,424.91,552.96
"2018-09-17 21:00",146.71,77.979,40,0,0,0,17.275,0,21.795,59.664,15.995,11.702,22.67,70.377,15.954,500,389.5,568.73,111.77,71.545,30,0,0,0,31.636,0,22.012,59.903,18.002,13.397,18,300,424.91,528.08
"2018-09-17 22:00",5.5289,0,0,0,0,0,0,0,22.069,62.113,16.845,11.695,21.798,90.876,13.112,500,500,543.96,99.141,66.543,30,0,0,0,31.372,0,22.139,60.446,18.042,13.397,18,300,424.91,509.77
"2018-09-17 23:00",0,0,0,0,0,0,0,0,22.432,62.498,18.148,11.679,21.332,92.5,13,500,487.79,511.4,94.9,66.543,30,0,0,0,31.457,0,22.284,60.78,17.996,13.391,18,300,424.91,491.45
"2018-09-18 0:00",0,0,0,0,0,0,0,0,22.545,62.963,18.631,11.679,20.913,92.5,13,500,487.79,507.33,86.276,66.543,30,0,0,0,30.304,0,22.241,61.413,17.968,13.39,18,300,424.91,485.35
"2018-09-18 1:00",0,0,0,0,0,0,0,0,22.534,63.474,18.86,11.673,20.417,92.5,13,500,487.79,507.33,85.057,61.517,100,58.333,0,0,30.077,0,22.385,61.634,17.938,13.396,18,300,433.05,485.35
"2018-09-18 2:00",0,0,0,0,0,0,0,0,22.638,64.868,18.92,11.673,20.117,92.5,13,500,462.76,486.98,89.951,61.517,100,100,0,0,31.049,0,22.389,62.973,18.012,13.386,18,300,449.33,460.93
"2018-09-18 3:00",0,0,0,0,0,0,0,0,22.687,65.858,19.006,11.674,19.933,92.5,13,500,454.42,482.91,96.129,66.519,100,100,0,0,30.698,0,22.43,63.552,18.012,13.391,18,300,449.33,460.93
"2018-09-18 4:00",0,0,0,0,0,0,0,0,22.674,66.242,19.045,11.67,19.863,92.5,13,500,437.73,482.91,90.933,66.519,100,100,0,0,30.355,0,22.367,64.149,18.001,13.387,18,300,449.33,460.93
"2018-09-18 5:00",6.4107,0,0,0,0,0,0,0,22.758,65.161,20.342,11.668,19.72,92.5,13,500,437.12,482.91,87.796,61.508,100,100,0,0,29.621,0,22.313,64.691,18.04,13.391,18,300,449.33,442.61
"2018-09-18 6:00",32.654,15.425,0,0,0,0,11.551,0,22.599,63.358,15.978,11.69,19.229,92.5,13,500,424.91,482.91,82.382,61.508,100,100,0,0,28.915,0,22.161,64.707,18.009,13.39,18,300,449.33,460.93
"2018-09-18 7:00",5.8446,0,0,0,0,0,7.4407,0,22.576,65.005,15.339,11.702,19.163,92.5,13,500,433.05,482.91,84.014,61.508,100,100,0,0,27.679,0,22.285,64.494,18.036,13.393,18,300,449.33,460.93
"2018-09-18 8:00",173.85,82.535,69.617,98.283,0,0,72.259,0,22.123,60.304,13.523,11.716,20.013,92.5,13.136,500,404.97,486.98,91.863,66.514,100,100,0,0,31.274,0,22.051,63.622,18.022,13.388,18,300,449.33,460.93
"2018-09-18 9:00",163.37,80.588,40,75,0,0,51.938,0,21.815,58.531,13.201,11.721,21.495,92.427,13.154,500,421.45,519.84,120.95,71.526,30,75,0,0,33.483,0,21.938,63.365,17.982,13.379,18,300,455.43,497.56
"2018-09-18 10:00",159.24,79.885,40,0,0,0,32.152,0,21.794,58.651,13.431,11.718,21.469,92.5,13.536,500,413.31,589.34,141.91,76.528,30,0,0,0,31.071,0,21.881,62.718,18,13.384,18,300,451.36,564.71
"2018-09-18 11:00",158.92,79.737,40,0,0,0,23.608,0,21.786,59.233,14.081,11.715,21.152,81.538,14.126,500,413.31,670.74,144.5,76.528,30,0,0,0,32.289,0,21.852,61.864,17.968,13.389,18,300,449.33,644.69
"2018-09-18 12:00",163.58,80.989,40,0,0,0,24.785,0,21.803,58.979,13.973,11.714,20.754,63.605,13.994,500,413.31,731.79,147.8,76.528,30,0,0,0,32.068,0,21.849,60.659,17.89,13.39,17.991,300,461.54,681.32
"2018-09-18 13:00",159.26,79.985,40,0,0,0,25.396,0,21.715,58.015,13.634,11.714,20.876,59.8,13.57,500,413.31,752.14,147.74,76.528,30,0,0,0,31.861,0,21.915,59.076,17.928,13.394,18,300,473.75,705.74
"2018-09-18 14:00",160.14,79.999,40,0,0,0,23.831,0,21.714,56.952,13.632,11.72,22.477,52.104,13.757,500,413.31,748.07,151.74,76.528,30,0,0,0,33.892,0,21.877,58.224,18.012,13.383,18,300,473.75,705.74
"2018-09-18 15:00",157.64,79.658,40,0,0,0,26.965,0,21.672,56.762,13.376,11.718,23.774,47.079,13.326,500,413.31,764.65,174.79,81.537,30,0,0,0,34.007,0,21.924,58.035,17.963,13.386,17.923,300,473.75,761.29
"2018-09-18 16:00",154.55,79.106,40,0,0,0,23.724,0,21.675,56.396,13.443,11.718,24.513,43.327,13.475,500,413.31,777.17,187.46,81.537,30,0,0,0,37.443,0,21.895,57.3,17.587,13.384,17.448,300,473.75,761.29
"2018-09-18 17:00",148.78,78.009,40,0,0,0,19.759,0,21.672,56.376,14.035,11.714,22.671,49.731,14.042,500,413.31,748.68,180.35,81.537,30,0,0,0,37.132,0,21.838,56.684,16.952,13.394,16.941,300,473.75,694.14
"2018-09-18 18:00",148.51,78.114,40,0,0,0,19.361,0,21.698,56.29,14.23,11.708,20.741,53.507,14.313,500,413.31,655.07,176.14,81.537,30,0,0,0,35.223,0,21.917,56.019,17.272,13.398,17.325,300,473.75,620.88
"2018-09-18 19:00",144.07,77.482,100,50,0,0,13.746,0,21.674,56.486,15.495,11.707,19.737,55.988,15.541,500,421.65,597.78,159.83,76.494,100,69.231,0,0,31.439,0,21.904,55.205,17.904,13.391,18,300,481.89,553.42
"2018-09-18 20:00",136.57,76.226,100,100,0,0,10.96,0,21.703,55.494,15.982,11.699,18.833,57.792,16,500,438.34,503.87,114.34,68.992,100,100,0,0,25.216,0,21.816,54.089,18.018,13.391,18,300,481.89,467.03
"2018-09-18 21:00",132.33,75.337,100,100,0,0,9.6541,0,21.658,54.547,16.023,11.7,17.956,61.237,16,500,413.92,483.52,102.53,66.489,100,100,0,0,23.042,0,21.756,53.372,17.996,13.387,18,300,459.5,435.29
"2018-09-18 22:00",4.2444,0,0,0,0,0,0,0,21.76,54.93,16.322,11.699,17.273,61.981,13.116,500,442.41,483.52,86.197,61.484,100,100,0,0,18.297,0,21.888,52.571,17.984,13.392,18,300,449.33,435.29
"2018-09-18 23:00",0,0,0,0,0,0,0,0,21.998,54.755,17.495,11.694,16.973,60.705,13,500,446.48,483.52,83.884,61.484,100,100,0,0,16.495,0,22.019,51.546,17.969,13.386,18,300,449.33,435.29
"2018-09-19 0:00",0,0,0,0,0,0,0,0,22.073,54.022,18.064,11.692,16.526,64.258,13,500,438.34,459.1,71.675,61.484,100,100,0,0,15.519,0,22.058,50.895,17.975,13.389,18,300,449.33,435.29
"2018-09-19 1:00",0,0,0,0,0,0,0,0,21.95,54.505,18.252,11.685,15.649,72.086,13,500,438.34,459.1,73.547,61.484,100,100,0,0,12.705,0,22.116,50.658,17.887,13.392,18,300,449.33,435.29
"2018-09-19 2:00",0,0,0,0,0,0,0,0,21.901,54.826,18.316,11.69,14.786,88.105,13,500,438.34,459.1,72.91,61.484,100,97.785,0,0,3.1029,0,22.034,50.756,17.968,13.392,18,300,441.19,435.29
"2018-09-19 3:00",0,0,0,0,0,0,0,0,21.852,55.436,18.379,11.692,14.369,92.5,13,500,438.34,459.1,71.265,61.484,94.99,91.386,0,0,0,0,21.982,50.727,17.999,13.392,18,300,424.91,435.29
"2018-09-19 4:00",0,0,0,0,0,0,0,0,21.828,55.176,18.343,11.697,13.715,92.5,13,500,438.34,459.1,75.468,61.484,89.99,88.613,0,0,0,0,21.99,49.959,18.011,13.394,18,300,424.91,435.29
"2018-09-19 5:00",0,0,0,0,0,0,0,0,21.82,54.59,18.271,11.694,13.404,92.462,13,500,438.34,459.1,67.336,61.484,89.99,86.209,0,0,0,0,22.003,49.249,17.954,13.394,18,300,424.91,435.29
"2018-09-19 6:00",0,0,0,0,0,0,0,0,21.857,53.67,18.174,11.696,13.077,92.5,13,500,438.34,459.1,66.131,61.484,89.99,83.15,0,0,0,0,22.055,48.488,17.999,13.398,18,300,424.91,435.29
"2018-09-19 7:00",0,0,0,0,0,0,0,0,21.854,52.903,18.053,11.698,12.886,91.725,13,500,438.34,459.1,67.555,61.484,89.99,82.463,0,0,0,0,21.961,48.075,17.986,13.392,18,300,424.91,435.29
"2018-09-19 8:00",148.46,77.507,65.165,99.007,0,0,10.882,0,21.962,48.466,15.086,11.714,13.484,87.416,13.939,500,397.64,467.24,65.763,56.475,89.99,83.974,0,0,0,0,21.841,47.417,17.996,13.39,18,300,424.91,435.29
"2018-09-19 9:00",147.94,77.91,99.456,100,0,0,4.4923,0,21.688,47.889,15.968,11.708,14.236,82.346,15.941,500,413.92,499.8,72.964,56.475,89.99,84.87,0,0,0,0,21.592,47.388,18.033,13.398,18,300,431.01,447.5
"2018-09-19 10:00",141.65,76.737,99.456,100,0,0,7.1128,0,21.703,48.107,15.441,11.71,14.831,75.697,15.284,500,430.2,536.43,76.549,61.481,95.034,89.078,0,0,0,0,21.628,47.417,17.998,13.396,18,300,453.4,490.23
"2018-09-19 11:00",144.23,76.708,99.456,100,0,0,6.7847,0,21.66,48.789,15.486,11.712,15.458,64.185,15.434,500,458.69,573.06,89.796,61.481,95.034,93.452,0,0,0,0,21.637,47.747,18.003,13.389,18,300,475.78,508.55
"2018-09-19 12:00",153.51,78.131,99.456,100,0,0,9.692,0,21.686,49.387,15.361,11.706,16.808,58.772,15.186,500,483.11,581.2,99.509,66.495,95.034,98.397,0,0,3.918,0,21.662,48.168,18.03,13.392,18,300,498.17,508.55
"2018-09-19 13:00",149.8,77.657,99.456,100,0,0,15.193,0,21.598,49.744,14.134,11.711,17.819,54.448,14.008,500,487.18,589.34,99.956,66.495,95.034,100,0,0,15.202,0,21.605,48.447,17.996,13.396,18,300,498.17,508.55
"2018-09-19 14:00",140.77,75.852,99.456,100,0,0,15.801,0,21.52,50.235,13.24,11.719,17.805,55.375,13.373,500,487.18,605.62,96.914,66.495,95.034,100,0,0,16.509,0,21.677,48.632,17.942,13.394,18,300,498.17,526.86
"2018-09-19 15:00",141.97,76.028,99.456,100,0,0,14.698,0,21.561,50.458,14.132,11.712,18.792,50.455,14.174,500,495.52,605.62,112.75,66.495,95.034,100,0,0,19.507,0,21.754,48.807,17.976,13.383,18,300,512.41,569.6
"2018-09-19 16:00",146.43,76.812,99.456,100,0,0,11.756,0,21.589,49.752,15.059,11.712,18.745,49.681,15.171,500,512.21,593.41,114.8,66.495,95.034,100,0,0,21.082,0,21.742,48.405,18.001,13.388,18,300,522.59,563.49
"2018-09-19 17:00",148.94,77.553,99.456,100,0,0,9.3825,0,21.657,48.852,15.946,11.703,17.835,52.62,15.953,500,487.79,560.34,119.79,66.495,95.034,100,0,0,19.624,0,21.749,47.527,17.986,13.39,18,300,512.16,508.09
"2018-09-19 18:00",143.13,76.876,99.456,100,0,0,9.4049,0,21.683,48.466,15.935,11.698,17.504,54.946,15.925,500,463.37,543.96,112.14,66.495,95.034,100,0,0,19.456,0,21.66,47.391,18.007,13.387,18,300,480.87,483.52
"2018-09-19 19:00",138.89,76.054,99.456,100,0,0,8.9288,0,21.61,48.358,15.713,11.704,16.975,55.344,15.829,500,451.16,531.75,98.878,66.495,95.034,100,0,0,16.924,0,21.685,47.031,18.032,13.386,18,300,472.53,464.74
"2018-09-19 20:00",137.13,75.753,99.456,100,0,0,7.2213,0,21.552,46.521,16.019,11.705,16.325,52.625,16,500,438.95,531.75,93.235,61.49,95.034,100,0,0,13.179,0,21.625,45.471,17.992,13.393,18,300,472.53,458.49
"2018-09-19 21:00",126.01,73.893,99.456,100,0,0,5.7555,0,21.498,45.103,16.087,11.699,15.463,56.482,16,500,438.95,503.26,79.433,61.49,95.034,98.549,0,0,9.5084,0,21.5,44.591,17.947,13.394,18,300,472.53,452.38
"2018-09-19 22:00",5.0639,0,0,0,0,75.773,0,0,21.501,45.894,16.079,11.707,14.489,62.276,13.391,500,459.3,482.91,74.787,61.49,95.034,91.565,0,0,0,0,21.763,44.042,18.035,13.393,18,300,450.14,452.38
"2018-09-19 23:00",0,0,0,0,0,56.43,0,0,21.577,47.171,17.091,11.7,13.621,67.477,13,500,463.37,482.91,69.194,61.49,89.985,87.758,0,0,0,0,21.749,44.278,17.991,13.386,18,300,448.11,434.07
"2018-09-20 0:00",0,0,0,0,0,30.601,0,0,21.509,48.285,17.529,11.706,12.861,84.599,13,500,463.37,482.91,64.189,56.48,89.985,84.964,0,0,0,0,21.889,44.337,17.972,13.397,18,300,448.11,434.07
"2018-09-20 1:00",0,0,0,0,0,6.2947,0,0,21.381,49.42,17.621,11.7,12.278,92.5,13,500,463.37,482.91,65.551,56.48,84.977,81.23,0,0,0,0,21.783,45.041,17.955,13.391,18,300,448.11,434.07
"2018-09-20 2:00",0,0,0,0,0,0.00071494,0,0,21.393,50.206,17.83,11.698,11.788,92.5,13,500,463.37,482.91,63.204,56.48,84.977,79.245,0,0,0,0,21.967,44.95,17.988,13.393,18,300,448.11,445.36
"2018-09-20 3:00",0,0,0,0,0,0,0,0,21.361,50.845,17.809,11.697,11.895,92.5,13,500,463.37,482.91,63.372,56.48,84.977,77.586,0,0,0,0,21.778,45.51,17.972,13.393,18,300,448.11,456.65
