Time,PIR_B112,PIR_B203,PIR_B204,PIR_B201,PIR_B202,PIR_B207,PIR_B208,PIR_B205,PIR_B206,PIR_B209,CO2_B105A,CO2_B112,CO2_B203,CO2_B203A,CO2_B201,CO2_B202,CO2 _B207,CO2_B208,CO2_B205,CO2_B206,CO2_B209,CO2_B301A,CO2_B301B,light,plug,devices,groundtruth
2018-07-30 20:10,0,0,0,0,0,0,0,0,0,0,592.9182,703.7851,592.9182,610.0122,643.7957,516.7277,554.823,626.6178,617.8266,557.7534,527.9609,655.9218,639.8046,1.7,0.39,10,1
2018-07-30 20:15,0,0,0,0,0,0,0,0,0,0,592.9182,701.8315,592.9182,610.0122,643.7957,516.7277,554.823,626.6178,617.8266,557.7534,527.9609,655.9218,639.8046,1.7,0.39,10,1
2018-07-30 20:20,0,0,0,0,0,0,0,0,0,0,589.011,704.6308,582.6617,602.6862,643.7957,516.7277,549.939,630.0366,617.8266,557.7534,527.9609,655.9218,636.8743,2.02,0.38,12,0
2018-07-30 20:25,0,0,0,0,0,0,0,0,0,0,589.011,702.8083,582.6617,602.6862,640.7814,506.9597,549.939,630.0366,617.8266,557.7534,526.9841,655.9218,636.8743,2.02,0.41,11,0
2018-07-30 20:30,0,0,0,0,0,0,0,0,0,0,589.011,703.7851,582.6617,602.6862,640.7814,506.9597,549.939,630.0366,613.9194,557.7534,526.9841,655.9218,636.8743,2.02,0.4,10,0
2018-07-30 20:35,0,0,0,0,0,0,0,0,0,0,582.6617,697.9153,582.6617,602.6862,640.7814,506.9597,549.939,630.0366,613.9194,557.7534,526.9841,653.9683,633.9438,2.01,0.4,10,0
2018-07-30 20:40,0,0,0,0,0,0,0,0,0,0,582.6617,703.7851,582.6617,602.6862,640.7814,506.9597,549.939,630.0366,613.9194,557.7534,526.9841,653.9683,633.9438,1.7,0.42,10,0
2018-07-30 20:45,0,0,0,0,0,0,0,0,0,0,582.6617,696.9475,582.6617,602.6862,640.7814,506.9597,549.939,630.0366,613.9194,557.7534,526.9841,653.9683,633.9438,1.7,0.38,10,0
2018-07-30 20:50,0,0,0,0,0,0,0,0,0,0,580.7082,698.9011,577.7778,598.779,640.7814,506.9597,549.939,624.6818,613.9194,557.7534,526.9841,653.9683,628.5714,1.69,0.39,10,0
2018-07-30 20:55,0,0,0,0,0,0,0,0,0,0,580.7082,697.9243,577.7778,598.779,632.967,501.5873,549.939,624.6818,613.9194,557.7534,520.6349,653.9683,628.5714,2.01,0.39,9,1
2018-07-30 21:00,0,0,0,0,0,0,0,0,0,0,580.7082,696.9475,577.7778,598.779,632.967,501.5873,549.939,624.6818,613.9194,554.823,520.6349,653.9683,628.5714,2.01,0.41,10,0
2018-07-30 21:05,0,0,0,0,0,0,0,0,0,0,581.685,700.8547,577.7778,598.779,632.967,501.5873,549.939,624.6818,613.9194,554.823,520.6349,649.5726,630.0366,2.01,0.41,10,0
2018-07-30 21:10,0,0,0,0,0,0,0,0,0,0,581.685,700.8547,577.7778,598.779,632.967,501.5873,549.939,624.6818,613.9194,554.823,520.6349,649.5726,630.0366,1.7,0.41,9,0
2018-07-30 21:15,0,0,0,0,0,0,0,0,0,0,581.685,697.9243,577.7778,598.779,632.967,501.5873,549.939,624.6818,613.9194,554.823,520.6349,649.5726,630.0366,1.69,0.39,9,0
2018-07-30 21:20,0,0,0,0,0,0,0,0,0,0,579.7314,694.9939,573.8705,593.895,632.967,501.5873,544.5665,627.5946,613.9194,554.823,520.6349,651.0378,636.8743,1.69,0.38,9,0
2018-07-30 21:25,0,0,0,0,0,0,0,0,0,0,579.7314,695.9707,573.8705,593.895,620.757,502.5641,544.5665,627.5946,613.9194,554.823,515.7509,651.0378,636.8743,1.69,0.39,8,0
2018-07-30 21:30,0,0,0,0,0,0,0,0,0,0,579.7314,695.9707,573.8705,593.895,620.757,502.5641,544.5665,627.5946,609.3555,552.8694,515.7509,651.0378,636.8743,1.69,0.39,8,0
2018-07-30 21:35,0,0,0,0,0,0,0,0,0,0,578.7546,694.9939,573.8705,593.895,620.757,502.5641,544.5665,627.5946,609.3555,552.8694,515.7509,646.6563,628.5714,1.68,0.39,9,0
2018-07-30 21:40,0,0,0,0,0,0,0,0,0,0,578.7546,697.9243,573.8705,593.895,620.757,502.5641,544.5665,627.5946,609.3555,552.8694,515.7509,646.6563,628.5714,1.69,0.39,8,0
2018-07-30 21:45,0,0,0,0,0,0,0,0,0,0,578.7546,691.5751,573.8705,593.895,620.757,502.5641,544.5665,627.5946,609.3555,552.8694,515.7509,646.6563,628.5714,1.69,0.39,9,0
2018-07-30 21:50,0,0,0,0,0,0,0,0,0,0,577.7778,690.5983,572.8937,590.9646,620.757,502.5641,542.6129,621.7338,609.3555,552.8694,515.7509,642.735,631.0134,1.69,0.38,8,0
2018-07-30 21:55,0,0,0,0,0,0,0,0,0,0,577.7778,689.6215,572.8937,590.9646,623.6445,492.7961,542.6129,621.7338,609.3555,552.8694,515.7509,642.735,631.0134,1.69,0.38,8,0
2018-07-30 22:00,0,0,0,0,0,0,0,0,0,0,577.7778,691.5751,572.8937,590.9646,623.6445,492.7961,542.6129,621.7338,605.6166,547.0085,515.7509,642.735,631.0134,1.69,0.38,8,0
2018-07-31 6:00,0,0,0,0,0,0,0,0,0,0,549.939,685.7143,563.6142,588.0342,618.8034,480.5861,527.9609,611.9658,600.7997,529.9146,505.0061,641.7582,631.9902,0.45,0.39,5,5
2018-07-31 6:05,0,0,0,0,0,0,0,0,0,0,550.9158,686.6911,563.6142,588.0342,618.8034,480.5861,527.9609,611.9658,600.7997,529.9146,505.0061,642.735,630.0366,0.45,0.38,5,5
2018-07-31 6:10,0,0,0,0,0,0,0,0,0,0,550.9158,687.6679,563.6142,588.0342,618.8034,480.5861,527.9609,611.9658,600.7997,529.9146,505.0061,642.735,630.0366,0.45,0.4,5,5
2018-07-31 6:15,0,0,0,0,0,0,0,0,0,0,550.9158,687.6679,563.6142,588.0342,618.8034,480.5861,527.9609,611.9658,600.7997,529.9146,505.0061,642.735,630.0366,0.45,0.38,5,5
2018-07-31 6:20,0,0,0,0,0,0,0,0,0,0,549.939,683.7607,567.033,582.6617,617.8266,479.6765,533.4216,607.5702,600.7997,529.9146,505.0061,641.7582,631.9902,0.45,0.38,5,5
2018-07-31 6:25,0,0,0,0,0,0,0,0,0,0,549.939,685.7143,567.033,582.6617,617.8266,479.6765,533.4216,607.5702,600.7997,529.9146,505.0061,641.7582,631.9902,0.45,0.38,5,5
