Time,PIR_A105,PIR_A001,PIR_A105A,PIR_A107,PIR_A108,PIR_A109,PIR_A000,PIR_A101,PIR_A103,PIR_A201,PIR_A202,PIR_A203,PIR_A110,PIR_A111,PIR_A112,PIR_A204,PIR_A205,PIR_A206,PIR_A208,PIR_A209,PIR_A003,PIR_A210,PIR_A212,PIR_A911,PIR_A912,PIR_A911,CO2_A105,CO2_A101,CO2_A105A,CO2_A107 ,CO2_A108,CO2_A109,CO2_A000,CO2_A101,CO2_A103,CO2_A201,CO2_A202,CO2_A203,CO2_A110,CO2_A111,CO2_A112,CO2_A204,CO2_A208,CO2_A205,CO2_A206,CO2_A207,CO2_A209,CO2_A003,CO2_A212,CO2_A210,CO2_A912,CO2_A911,light,plug,devices,groundtruth
2018-08-15 18:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,783.8828,667.6434,669.8531,793.6508,677.8999,623.6874,640.7814,672.0391,676.6231,588.0342,468.8645,579.7314,697.9243,521.0118,805.8608,559.707,673.9927,544.5665,580.7082,660.8058,717.9487,610.989,590.9646,685.7143,379.9756,594.8578,5.06,0.85,20,6
2018-08-15 18:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,783.8828,667.6434,669.8531,793.6508,677.8999,623.6874,640.7814,672.0391,676.6231,588.0342,468.8645,579.7314,697.9243,521.0118,805.8608,559.707,673.9927,544.5665,580.7082,660.8058,717.9487,610.989,590.9646,685.7143,379.9756,594.8578,4.29,0.85,20,6
2018-08-15 18:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,783.8828,667.6434,669.8531,793.6508,677.8999,623.6874,640.7814,672.0391,676.6231,588.0342,468.8645,579.7314,697.9243,521.0118,805.8608,559.707,673.9927,544.5665,580.7082,660.8058,717.9487,610.989,590.9646,685.7143,379.9756,594.8578,4.36,0.85,19,6
2018-08-15 18:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,777.0452,666.6666,673.9927,795.6044,672.0391,615.873,638.8278,672.0391,667.4273,578.7546,466.9109,573.7729,691.5751,515.1509,799.0232,549.939,663.7363,540.6594,575.8242,658.8522,714.0415,604.6398,584.6154,679.8535,379.9756,594.8578,4.39,0.85,17,8
2018-08-15 18:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,777.0452,666.6666,673.9927,795.6044,672.0391,615.873,638.8278,672.0391,667.4273,578.7546,466.9109,573.7729,691.5751,515.1509,799.0232,549.939,663.7363,540.6594,575.8242,658.8522,714.0415,604.6398,584.6154,679.8535,379.9756,594.8578,4.41,0.85,17,8
2018-08-15 18:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,777.0452,666.6666,673.9927,795.6044,672.0391,615.873,638.8278,672.0391,667.4273,578.7546,466.9109,573.7729,691.5751,515.1509,799.0232,549.939,663.7363,540.6594,575.8242,658.8522,714.0415,604.6398,584.6154,679.8535,379.9756,594.8578,5.23,0.85,18,7
2018-08-15 18:45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,774.6031,658.8522,665.6899,795.6044,670.5739,611.9658,633.9438,664.7131,667.3434,577.7778,463.0037,568.0098,683.7607,504.3632,803.7394,548.9622,661.7827,539.6826,576.801,654.9451,706.7155,600.7326,579.7314,673.9927,379.9756,582.6617,5.13,0.85,18,7
2018-08-15 18:50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,774.6031,658.8522,665.6899,795.6044,670.5739,611.9658,633.9438,664.7131,667.3434,577.7778,463.0037,568.0098,683.7607,504.3632,803.7394,548.9622,661.7827,539.6826,576.801,654.9451,706.7155,600.7326,579.7314,673.9927,379.9756,582.6617,5.02,0.53,16,7
2018-08-15 18:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,774.6031,658.8522,665.6899,795.6044,670.5739,611.9658,633.9438,664.7131,667.3434,577.7778,463.0037,568.0098,683.7607,504.3632,803.7394,548.9622,661.7827,539.6826,576.801,654.9451,706.7155,600.7326,579.7314,673.9927,379.9756,582.6617,5.01,0.53,18,6
2018-08-15 19:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,763.8583,660.8058,679.8535,790.7204,669.597,596.8254,625.641,666.6666,664.4131,575.8242,459.5849,568.0098,680.8303,504.4061,800.9769,541.6361,653.9683,536.7521,569.9634,654.9451,710.6227,595.8486,574.8474,670.5739,379.9756,582.6617,4.93,0.53,17,6
2018-08-15 19:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,763.8583,660.8058,679.8535,790.7204,669.597,596.8254,625.641,666.6666,664.4131,575.8242,459.5849,568.0098,680.8303,504.4061,800.9769,541.6361,653.9683,536.7521,569.9634,654.9451,710.6227,595.8486,574.8474,670.5739,379.9756,582.6617,4.93,0.53,17,6
2018-08-15 19:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,763.8583,660.8058,679.8535,790.7204,669.597,596.8254,625.641,666.6666,664.4131,575.8242,459.5849,568.0098,680.8303,504.4061,800.9769,541.6361,653.9683,536.7521,569.9634,654.9451,710.6227,595.8486,574.8474,670.5739,379.9756,582.6617,4.9,0.53,16,6
2018-08-15 19:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,763.8583,658.8522,672.911,794.6276,663.7363,585.5922,624.6642,662.7595,666.3666,570.9402,458.6081,563.6142,681.8071,503.4293,799.0232,533.8217,656.8986,534.7985,568.0098,656.8986,702.8083,591.9414,574.8474,666.6666,379.9756,585.5922,4.84,0.53,15,6
2018-08-15 19:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,763.8583,658.8522,672.911,794.6276,663.7363,585.5922,624.6642,662.7595,666.3666,570.9402,458.6081,563.6142,681.8071,503.4293,799.0232,533.8217,656.8986,534.7985,568.0098,656.8986,702.8083,591.9414,574.8474,666.6666,379.9756,585.5922,4.95,0.53,14,6
2018-08-15 19:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,763.8583,658.8522,672.911,794.6276,663.7363,585.5922,624.6642,662.7595,666.3666,570.9402,458.6081,563.6142,681.8071,503.4293,799.0232,533.8217,656.8986,534.7985,568.0098,656.8986,702.8083,591.9414,574.8474,666.6666,379.9756,585.5922,4.98,0.53,14,4
2018-08-15 19:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,764.8351,655.9218,673.0159,786.8229,658.8522,572.8937,619.7802,663.7363,668.3203,568.0098,454.7009,564.591,673.9927,500.9873,798.0464,536.7521,645.6655,534.7985,567.033,647.6191,707.6923,593.895,570.9402,665.6899,379.9756,585.5922,4.86,0.53,15,4
2018-08-15 19:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,764.8351,655.9218,673.0159,786.8229,658.8522,572.8937,619.7802,663.7363,668.3203,568.0098,454.7009,564.591,673.9927,500.9873,798.0464,536.7521,645.6655,534.7985,567.033,647.6191,707.6923,593.895,570.9402,665.6899,379.9756,585.5922,4.85,0.53,14,4
2018-08-15 19:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,764.8351,655.9218,673.0159,786.8229,658.8522,572.8937,619.7802,663.7363,668.3203,568.0098,454.7009,564.591,673.9927,500.9873,798.0464,536.7521,645.6655,534.7985,567.033,647.6191,707.6923,593.895,570.9402,665.6899,379.9756,585.5922,4.87,0.53,14,3
2018-08-15 19:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,754.5787,653.9683,673.0159,784.8596,654.9451,574.8474,618.8034,663.7363,658.5522,567.033,450.7936,556.7766,673.9927,522.0062,798.0464,534.7985,648.5959,530.8913,555.7997,647.6191,701.8315,592.9182,568.9866,662.7595,379.9756,584.6154,4.85,0.53,15,3
2018-08-15 19:50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,754.5787,653.9683,673.0159,784.8596,654.9451,574.8474,618.8034,663.7363,658.5522,567.033,450.7936,556.7766,673.9927,522.0062,798.0464,534.7985,648.5959,530.8913,555.7997,647.6191,701.8315,592.9182,568.9866,662.7595,379.9756,584.6154,4.85,0.53,15,3
2018-08-15 19:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,754.5787,653.9683,673.0159,784.8596,654.9451,574.8474,618.8034,663.7363,658.5522,567.033,450.7936,556.7766,673.9927,522.0062,798.0464,534.7985,648.5959,530.8913,555.7997,647.6191,701.8315,592.9182,568.9866,662.7595,379.9756,584.6154,4.95,0.53,13,3
2018-08-15 20:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,754.5787,652.9915,663.7363,788.7668,653.9683,568.9866,612.9426,652.9915,660.5059,565.5678,449.8168,554.823,669.597,512.2206,791.6971,531.8681,645.6752,529.9146,556.7766,647.6191,703.7851,586.569,568.0098,660.8058,379.9756,584.6154,4.94,0.53,12,2
2018-08-15 20:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,754.5787,652.9915,663.7363,788.7668,653.9683,568.9866,612.9426,652.9915,660.5059,565.5678,449.8168,554.823,669.597,512.2206,791.6971,531.8681,645.6752,529.9146,556.7766,647.6191,703.7851,586.569,568.0098,660.8058,379.9756,584.6154,4.86,0.53,13,2
2018-08-15 20:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,754.5787,652.9915,663.7363,788.7668,653.9683,568.9866,612.9426,652.9915,660.5059,565.5678,449.8168,554.823,669.597,512.2206,791.6971,531.8681,645.6752,529.9146,556.7766,647.6191,703.7851,586.569,568.0098,660.8058,379.9756,584.6154,4.99,0.53,13,3
2018-08-15 20:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,737.9731,646.6423,669.6507,788.7668,652.9915,560.6838,613.9194,658.8951,652.6915,562.6374,439.5605,559.707,669.597,513.1973,803.9072,529.9146,648.5959,530.8913,565.5678,652.0146,703.7851,582.6617,564.591,657.8754,379.9756,571.917,4.89,0.52,13,2
2018-08-15 20:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,737.9731,646.6423,669.6507,788.7668,652.9915,560.6838,613.9194,658.8951,652.6915,562.6374,439.5605,559.707,669.597,513.1973,803.9072,529.9146,648.5959,530.8913,565.5678,652.0146,703.7851,582.6617,564.591,657.8754,379.9756,571.917,4.89,0.56,13,2
2018-08-15 20:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,737.9731,646.6423,669.6507,788.7668,652.9915,560.6838,613.9194,658.8951,652.6915,562.6374,439.5605,559.707,669.597,513.1973,803.9072,529.9146,648.5959,530.8913,565.5678,652.0146,703.7851,582.6617,564.591,657.8754,379.9756,571.917,5.03,0.56,13,4
2018-08-15 20:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,721.856,648.5959,673.0447,784.8596,647.6191,557.7534,623.6874,656.8986,648.2959,562.6374,447.8633,560.6838,669.597,513.1973,799.0232,529.9146,653.9683,525.0305,564.591,651.0378,702.8083,588.0342,565.5678,658.8522,379.9756,571.917,4.97,0.56,13,4
2018-08-15 20:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,721.856,648.5959,673.0447,784.8596,647.6191,557.7534,623.6874,656.8986,648.2959,562.6374,447.8633,560.6838,669.597,513.1973,799.0232,529.9146,653.9683,525.0305,564.591,651.0378,702.8083,588.0342,565.5678,658.8522,379.9756,571.917,4.91,0.52,15,4
2018-08-15 20:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,721.856,648.5959,673.0447,784.8596,647.6191,557.7534,623.6874,656.8986,648.2959,562.6374,447.8633,560.6838,669.597,513.1973,799.0232,529.9146,653.9683,525.0305,564.591,651.0378,702.8083,588.0342,565.5678,658.8522,379.9756,571.917,4.94,0.52,14,3
2018-08-15 20:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,716.9719,644.6887,663.7363,783.8828,646.6423,553.8462,615.873,652.9915,643.4119,559.707,445.9096,558.7302,672.0391,516.1418,793.6508,530.8913,647.6191,526.9841,561.6606,652.0146,704.7619,580.7082,562.6374,658.8522,379.9756,570.9402,4.9,0.52,14,2
2018-08-15 20:50,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,716.9719,644.6887,663.7363,783.8828,646.6423,553.8462,615.873,652.9915,643.4119,559.707,445.9096,558.7302,672.0391,516.1418,793.6508,530.8913,647.6191,526.9841,561.6606,652.0146,704.7619,580.7082,562.6374,658.8522,379.9756,570.9402,4.91,0.64,14,2
2018-08-15 20:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,716.9719,644.6887,663.7363,783.8828,646.6423,553.8462,615.873,652.9915,643.4119,559.707,445.9096,558.7302,672.0391,516.1418,793.6508,530.8913,647.6191,526.9841,561.6606,652.0146,704.7619,580.7082,562.6374,658.8522,379.9756,570.9402,4.98,0.52,13,3
2018-08-15 21:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,715.9951,644.6887,664.7131,787.79,644.6887,551.8926,618.8034,652.0146,648.2959,557.7534,439.5605,550.9158,667.6434,511.2437,792.674,526.9841,648.5959,525.0305,557.7534,643.7119,708.6691,579.7314,561.6606,653.9683,379.9756,570.9402,4.94,0.52,12,2
2018-08-15 21:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,715.9951,644.6887,664.7131,787.79,644.6887,551.8926,618.8034,652.0146,648.2959,557.7534,439.5605,550.9158,667.6434,511.2437,792.674,526.9841,648.5959,525.0305,557.7534,643.7119,708.6691,579.7314,561.6606,653.9683,379.9756,570.9402,4.32,0.52,11,2
2018-08-15 21:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,715.9951,644.6887,664.7131,787.79,644.6887,551.8926,618.8034,652.0146,648.2959,557.7534,439.5605,550.9158,667.6434,511.2437,792.674,526.9841,648.5959,525.0305,557.7534,643.7119,708.6691,579.7314,561.6606,653.9683,379.9756,570.9402,4.38,0.52,11,3
2018-08-15 21:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,709.6459,636.8743,667.6434,787.79,647.6191,548.9622,616.8498,651.0378,643.307,555.7997,444.9328,553.8462,668.6202,512.8773,791.6971,526.0073,643.7119,525.0305,555.7997,652.0146,698.9011,584.6154,559.707,657.8754,379.9756,574.8474,4.26,0.52,12,3
2018-08-15 21:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,709.6459,636.8743,667.6434,787.79,647.6191,548.9622,616.8498,651.0378,643.307,555.7997,444.9328,553.8462,668.6202,512.8773,791.6971,526.0073,643.7119,525.0305,555.7997,652.0146,698.9011,584.6154,559.707,657.8754,379.9756,574.8474,4.29,0.52,13,3
2018-08-15 21:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,709.6459,636.8743,667.6434,787.79,647.6191,548.9622,616.8498,651.0378,643.307,555.7997,444.9328,553.8462,668.6202,512.8773,791.6971,526.0073,643.7119,525.0305,555.7997,652.0146,698.9011,584.6154,559.707,657.8754,379.9756,574.8474,4.89,0.52,11,3
2018-08-15 21:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,705.7387,639.8046,664.7131,787.79,643.7119,549.939,611.9658,646.6423,641.4583,550.9158,442.9695,552.8694,672.0391,500.9873,783.8828,520.6349,645.6655,518.6813,557.7534,638.8278,700.8547,577.7778,558.7302,651.0378,379.9756,574.8474,4.93,0.52,11,3
2018-08-15 21:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,705.7387,639.8046,664.7131,787.79,643.7119,549.939,611.9658,646.6423,641.4583,550.9158,442.9695,552.8694,672.0391,500.9873,783.8828,520.6349,645.6655,518.6813,557.7534,638.8278,700.8547,577.7778,558.7302,651.0378,379.9756,574.8474,4.96,0.52,12,3
2018-08-15 21:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,705.7387,639.8046,664.7131,787.79,643.7119,549.939,611.9658,646.6423,641.4583,550.9158,442.9695,552.8694,672.0391,500.9873,783.8828,520.6349,645.6655,518.6813,557.7534,638.8278,700.8547,577.7778,558.7302,651.0378,379.9756,574.8474,4.95,0.52,12,3
2018-08-15 21:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,703.7851,634.9207,676.9231,788.7668,641.7582,541.6361,605.6166,644.6887,637.5511,552.8694,443.9561,549.939,673.0159,504.4061,778.9988,521.6118,639.8046,525.0305,548.9622,641.7582,698.9011,575.8242,557.7534,652.0146,379.9756,573.8705,4.99,0.52,12,3
2018-08-15 21:50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,703.7851,634.9207,676.9231,788.7668,641.7582,541.6361,605.6166,644.6887,637.5511,552.8694,443.9561,549.939,673.0159,504.4061,778.9988,521.6118,639.8046,525.0305,548.9622,641.7582,698.9011,575.8242,557.7534,652.0146,379.9756,573.8705,4.96,0.52,13,3
2018-08-15 21:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,703.7851,634.9207,676.9231,788.7668,641.7582,541.6361,605.6166,644.6887,637.5511,552.8694,443.9561,549.939,673.0159,504.4061,778.9988,521.6118,639.8046,525.0305,548.9622,641.7582,698.9011,575.8242,557.7534,652.0146,379.9756,573.8705,4.95,0.52,13,3
2018-08-15 22:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,702.8083,633.9438,673.1797,783.8828,638.8278,547.0085,599.7558,637.8511,634.816,547.9854,441.0256,548.9622,666.6666,505.3829,778.9988,512.8206,638.8278,509.8901,551.8926,639.8046,695.9707,573.8705,550.9158,647.6191,379.9756,573.8705,4.92,0.52,16,3
2018-08-16 6:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,641.7582,571.917,577.7778,722.8327,594.8718,501.5873,554.823,590.9646,576.501,517.7045,416.6056,527.9609,638.8278,462.4037,749.6947,495.7265,610.989,488.8889,521.6118,611.9658,666.6666,544.5665,519.6581,620.757,379.9756,506.9597,5.01,1.11,9,0
2018-08-16 6:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,641.7582,571.917,577.7778,722.8327,594.8718,501.5873,554.823,590.9646,576.501,517.7045,416.6056,527.9609,638.8278,462.4037,749.6947,495.7265,610.989,488.8889,521.6118,611.9658,666.6666,544.5665,519.6581,620.757,379.9756,506.9597,4.33,1.11,8,0
2018-08-16 6:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,641.7582,571.917,577.7778,722.8327,594.8718,501.5873,554.823,590.9646,576.501,517.7045,416.6056,527.9609,638.8278,462.4037,749.6947,495.7265,610.989,488.8889,521.6118,611.9658,666.6666,544.5665,519.6581,620.757,379.9756,506.9597,4.41,1.11,8,0
2018-08-16 6:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,642.735,570.9402,581.685,722.8327,595.8486,505.9829,556.7766,589.011,573.5706,518.6813,414.652,531.8681,637.8511,463.3805,749.6947,489.8657,613.9194,484.9817,528.9377,613.9194,670.5739,543.5897,518.6813,618.8034,379.9756,508.9133,4.38,1.11,9,0
2018-08-16 6:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,642.735,570.9402,581.685,722.8327,595.8486,505.9829,556.7766,589.011,573.5706,518.6813,414.652,531.8681,637.8511,463.3805,749.6947,489.8657,613.9194,484.9817,528.9377,613.9194,670.5739,543.5897,518.6813,618.8034,379.9756,508.9133,4.31,1.11,10,0
2018-08-16 6:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,642.735,570.9402,581.685,722.8327,595.8486,505.9829,556.7766,589.011,573.5706,518.6813,414.652,531.8681,637.8511,463.3805,749.6947,489.8657,613.9194,484.9817,528.9377,613.9194,670.5739,543.5897,518.6813,618.8034,379.9756,508.9133,4.59,0.34,11,0
2018-08-16 6:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,640.7814,568.9866,573.8705,720.8792,595.8486,500.6105,557.7534,586.569,572.5938,518.6813,416.6056,530.8913,636.8743,465.3341,750.5667,487.9121,611.9658,489.8657,526.0073,616.8498,667.6434,546.0317,518.6813,621.7338,379.9756,508.9133,4.66,0.2,10,0
2018-08-16 6:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,640.7814,568.9866,573.8705,720.8792,595.8486,500.6105,557.7534,586.569,572.5938,518.6813,416.6056,530.8913,636.8743,465.3341,750.5667,487.9121,611.9658,489.8657,526.0073,616.8498,667.6434,546.0317,518.6813,621.7338,379.9756,508.9133,4.61,0.1,10,0
2018-08-16 6:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,640.7814,568.9866,573.8705,720.8792,595.8486,500.6105,557.7534,586.569,572.5938,518.6813,416.6056,530.8913,636.8743,465.3341,750.5667,487.9121,611.9658,489.8657,526.0073,616.8498,667.6434,546.0317,518.6813,621.7338,379.9756,508.9133,4.54,0.1,10,0
