Time,PIR_D102,PIR_D001,PIR_D103A,PIR_D104A,PIR_D104B,PIR_D105,PIR_D202,PIR_D203,PIR_D005,PIR_D206,PIR_D204,PIR_D207,PIR_D208,PIR_D205,PIR_D302,PIR_D301,PIR_D303,PIR_D304,PIR_D101A,CO2_D102,CO2_D001,CO2_D103A,CO2_D104A,CO2_D104B,CO2_D105,CO2_D202,CO2_D203,CO2_D005,CO2_D206,CO2_D204,CO2_D207,CO2_D302,CO2_D301,CO2_D303,CO2_D304,light,plug,devices,groundtruth
2018-06-18 21:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,748.718,754.5787,554.823,642.735,628.5714,628.5714,706.7155,960.1954,612.9426,673.9927,659.829,673.0159,612.0426,647.6191,529.0145,680.8303,3.51,0.32,3,0
2018-06-18 21:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,735.0427,741.8803,550.9158,637.8511,622.7106,619.7802,700.8547,954.3345,609.0354,676.9231,654.9451,673.0159,609.1122,640.7814,529.0145,683.7607,3.38,0.32,2,0
2018-06-18 21:24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,735.0427,741.8803,550.9158,637.8511,622.7106,619.7802,700.8547,954.3345,609.0354,676.9231,654.9451,652.9915,609.1122,640.7814,527.0609,683.7607,3.36,0.32,3,0
2018-06-18 21:29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,735.0427,741.8803,550.9158,637.8511,622.7106,619.7802,700.8547,954.3345,609.0354,676.9231,654.9451,652.9915,609.1122,640.7814,527.0609,683.7607,3.38,0.36,2,0
2018-06-18 21:34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,710.7203,704.7619,551.8926,634.9207,625.641,619.7802,700.8547,951.4042,605.6166,672.0391,657.8754,652.9915,608.1354,636.8743,527.0609,676.9231,3.38,0.34,1,0
2018-06-18 21:39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,710.7203,704.7619,551.8926,634.9207,625.641,619.7802,700.8547,951.4042,605.6166,672.0391,657.8754,652.9915,608.1354,636.8743,527.0609,676.9231,3.36,0.33,1,0
2018-06-18 21:44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,710.7203,704.7619,551.8926,634.9207,625.641,619.7802,700.8547,951.4042,605.6166,672.0391,657.8754,652.9915,608.1354,636.8743,527.0609,676.9231,3.37,0.32,2,0
2018-06-18 21:49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,694.9939,694.0171,552.8694,628.5714,623.6874,617.8266,703.7851,945.5434,609.0354,669.597,652.9915,652.9915,603.7398,637.9822,527.0609,677.8999,3.38,0.32,3,0
2018-06-18 21:54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,694.9939,694.0171,552.8694,628.5714,623.6874,617.8266,703.7851,945.5434,609.0354,669.597,652.9915,631.9902,603.7398,637.9822,508.9901,677.8999,3.39,0.33,3,0
2018-06-18 21:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,694.9939,694.0171,552.8694,628.5714,623.6874,617.8266,703.7851,945.5434,609.0354,669.597,652.9915,631.9902,603.7398,637.9822,508.9901,677.8999,2.21,0.31,3,0
2018-06-19 6:04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,612.9426,607.5702,480.5861,560.6838,554.823,562.6374,636.8743,761.9048,544.5568,596.8254,582.6617,577.7241,538.7825,558.7972,452.8584,604.6398,3.47,0.35,2,1
2018-06-19 6:09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,612.9426,607.5702,480.5861,560.6838,554.823,562.6374,636.8743,761.9048,544.5568,596.8254,582.6617,577.7241,538.7825,558.7972,452.8584,604.6398,3.68,0.33,2,1
2018-06-19 6:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,612.9426,607.5702,480.5861,560.6838,554.823,562.6374,636.8743,761.9048,544.5568,596.8254,582.6617,577.7241,538.7825,558.7972,452.8584,604.6398,3.68,0.34,3,1
2018-06-19 6:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610.0122,605.519,486.9353,567.033,552.8694,562.6374,639.8046,756.0439,540.6594,593.895,579.7314,577.7241,534.8753,559.707,452.8584,602.6862,4.4,0.33,2,1
2018-06-19 6:24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610.0122,605.519,486.9353,567.033,552.8694,562.6374,639.8046,756.0439,540.6594,593.895,579.7314,580.7082,534.8753,559.707,452.8241,602.6862,4.55,0.33,4,1
2018-06-19 6:29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610.0122,605.519,486.9353,567.033,552.8694,562.6374,639.8046,756.0439,540.6594,593.895,579.7314,580.7082,534.8753,559.707,452.8241,602.6862,4.51,0.32,4,0
2018-06-19 6:34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,618.8034,610.0122,488.8889,561.6606,554.823,563.6142,638.8278,756.0439,543.5897,597.8022,581.685,580.7082,538.2824,568.9866,452.8241,606.5934,4.52,0.34,3,1
2018-06-19 6:39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,618.8034,610.0122,488.8889,561.6606,554.823,563.6142,638.8278,756.0439,543.5897,597.8022,581.685,580.7082,538.2824,568.9866,452.8241,606.5934,4.51,0.33,3,0
2018-06-19 6:44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,618.8034,610.0122,488.8889,561.6606,554.823,563.6142,638.8278,756.0439,543.5897,597.8022,581.685,580.7082,538.2824,568.9866,452.8241,606.5934,4.51,0.31,4,0
2018-06-19 6:49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,612.9426,604.6398,477.6557,557.7534,552.8694,567.033,638.8278,753.1136,518.6813,593.895,581.685,580.7082,536.8289,558.7302,452.8241,602.6862,4.51,0.32,4,0
2018-06-19 6:54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,612.9426,604.6398,477.6557,557.7534,552.8694,567.033,638.8278,753.1136,518.6813,593.895,581.685,577.7778,536.8289,558.7302,451.8473,602.6862,4.52,0.32,2,0
2018-06-19 6:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,612.9426,604.6398,477.6557,557.7534,552.8694,567.033,638.8278,753.1136,518.6813,593.895,581.685,577.7778,536.8289,558.7302,451.8473,602.6862,3.43,0.32,2,0
2018-06-19 7:04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,606.5934,602.6862,487.9121,562.6374,558.7302,560.6838,644.6887,753.1136,471.7949,594.8718,582.6617,577.7778,537.8057,554.7887,451.8473,601.7094,3.43,0.32,3,0
2018-06-19 7:09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,606.5934,602.6862,487.9121,562.6374,558.7302,560.6838,644.6887,753.1136,471.7949,594.8718,582.6617,577.7778,537.8057,554.7887,451.8473,601.7094,2.28,0.32,3,0
2018-06-19 7:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,606.5934,602.6862,487.9121,562.6374,558.7302,560.6838,644.6887,753.1136,471.7949,594.8718,582.6617,577.7778,537.8057,554.7887,451.8473,601.7094,2.28,0.32,3,0
2018-06-19 7:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611.9658,601.7094,484.0049,563.6142,557.7534,564.591,637.8511,747.2527,490.8425,592.9182,585.5922,577.7778,538.7825,563.6142,451.8473,596.8254,2.28,0.31,3,0
2018-06-19 7:24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611.9658,601.7094,484.0049,563.6142,557.7534,564.591,637.8511,747.2527,490.8425,592.9182,585.5922,579.7314,538.7825,563.6142,453.8009,596.8254,2.28,0.32,3,0
2018-06-19 7:29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611.9658,601.7094,484.0049,563.6142,557.7534,564.591,637.8511,747.2527,490.8425,592.9182,585.5922,579.7314,538.7825,563.6142,453.8009,596.8254,2.27,0.31,2,0
2018-06-19 7:34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610.0122,604.6398,490.8425,558.7302,558.7302,561.6606,643.7119,741.392,513.7973,593.895,579.7314,579.7314,540.7361,561.6606,453.8009,593.895,2.27,0.31,2,1
2018-06-19 7:39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,610.0122,604.6398,490.8425,558.7302,558.7302,561.6606,643.7119,741.392,513.7973,593.895,579.7314,579.7314,540.7361,561.6606,453.8009,593.895,1.67,0.31,2,1
2018-06-19 7:44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610.0122,604.6398,490.8425,558.7302,558.7302,561.6606,643.7119,741.392,513.7973,593.895,579.7314,579.7314,540.7361,561.6606,453.8009,593.895,1.83,0.43,3,1
2018-06-19 7:49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611.9658,606.5934,476.6789,559.707,556.7766,567.033,644.6887,729.6703,507.9365,590.9646,584.6154,579.7314,540.7361,556.7766,453.8009,588.0342,1.83,0.35,2,1
2018-06-19 7:54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611.9658,606.5934,476.6789,559.707,556.7766,567.033,644.6887,729.6703,507.9365,590.9646,584.6154,580.7082,540.7361,556.7766,490.9193,588.0342,1.83,0.31,3,1
2018-06-19 7:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611.9658,606.5934,476.6789,559.707,556.7766,567.033,644.6887,729.6703,507.9365,590.9646,584.6154,580.7082,540.7361,556.7766,490.9193,588.0342,1.84,0.35,2,1
2018-06-19 8:04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,613.9194,603.663,477.6557,553.8462,558.7302,563.6142,641.7582,720.8792,506.9597,593.895,581.685,580.7082,577.8546,559.7182,490.9193,596.8254,1.84,0.32,2,2
2018-06-19 8:09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,613.9194,603.663,477.6557,553.8462,558.7302,563.6142,641.7582,720.8792,506.9597,593.895,581.685,580.7082,577.8546,559.7182,490.9193,596.8254,1.92,0.32,4,2
2018-06-19 8:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,613.9194,603.663,477.6557,553.8462,558.7302,563.6142,641.7582,720.8792,506.9597,593.895,581.685,580.7082,577.8546,559.7182,490.9193,596.8254,1.92,0.32,4,2
2018-06-19 8:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0354,600.7326,480.5861,561.6606,557.7534,561.6606,646.6423,748.2296,490.8425,590.9646,580.7082,580.7082,599.8326,559.707,490.9193,584.6154,1.92,0.32,3,2
2018-06-19 8:24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0354,600.7326,480.5861,561.6606,557.7534,561.6606,646.6423,748.2296,490.8425,590.9646,580.7082,578.7546,599.8326,559.707,521.6885,584.6154,2.87,0.33,4,3
2018-06-19 8:29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0354,600.7326,480.5861,561.6606,557.7534,561.6606,646.6423,748.2296,490.8425,590.9646,580.7082,578.7546,599.8326,559.707,521.6885,584.6154,2.89,0.33,4,3
2018-06-19 8:34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0354,602.6862,490.8425,559.707,552.8694,568.0098,642.735,725.2747,516.7277,597.8022,579.7314,578.7546,612.9523,558.0734,521.6885,588.0342,2.88,0.34,4,3
2018-06-19 8:39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0354,602.6862,490.8425,559.707,552.8694,568.0098,642.735,725.2747,516.7277,597.8022,579.7314,578.7546,612.9523,558.0734,521.6885,588.0342,2.88,0.36,6,3
2018-06-19 8:44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0354,602.6862,490.8425,559.707,552.8694,568.0098,642.735,725.2747,516.7277,597.8022,579.7314,578.7546,612.9523,558.0734,521.6885,588.0342,2.87,0.36,5,4
2018-06-19 8:49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,617.8266,617.8266,477.6557,554.823,543.5897,559.707,644.6887,716.9719,484.0049,597.8022,584.6154,578.7546,620.8338,557.7534,521.6885,594.8718,2.87,0.36,5,6
2018-06-19 8:54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,617.8266,617.8266,477.6557,554.823,543.5897,559.707,644.6887,716.9719,484.0049,597.8022,584.6154,576.801,620.8338,557.7534,537.8057,594.8718,2.96,0.36,5,14
2018-06-19 8:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,617.8266,617.8266,477.6557,554.823,543.5897,559.707,644.6887,716.9719,484.0049,597.8022,584.6154,576.801,620.8338,557.7534,537.8057,594.8718,2.39,0.37,7,15
2018-06-19 9:04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,627.5946,661.7827,484.0049,559.707,547.9854,564.591,643.7119,699.8779,508.9133,595.8486,665.6899,576.801,620.8338,556.7766,537.8057,592.9182,3.18,0.38,12,16
2018-06-19 9:09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,627.5946,661.7827,484.0049,559.707,547.9854,564.591,643.7119,699.8779,508.9133,595.8486,665.6899,576.801,620.8338,556.7766,537.8057,592.9182,2.92,0.37,18,17
2018-06-19 9:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,627.5946,661.7827,484.0049,559.707,547.9854,564.591,643.7119,699.8779,508.9133,595.8486,665.6899,576.801,620.8338,556.7766,537.8057,592.9182,2.91,0.36,18,17
2018-06-19 9:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,651.0378,716.9719,488.8889,559.707,547.9854,567.033,636.8743,681.8071,507.9365,595.8486,683.7607,576.801,603.1727,551.8926,537.8057,594.8718,2.91,0.37,17,17
2018-06-19 9:24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,651.0378,716.9719,488.8889,559.707,547.9854,567.033,636.8743,681.8071,507.9365,595.8486,683.7607,573.8705,603.1727,551.8926,509.1855,594.8718,3.18,0.38,18,18
2018-06-19 9:29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,651.0378,716.9719,488.8889,559.707,547.9854,567.033,636.8743,681.8071,507.9365,595.8486,683.7607,573.8705,603.1727,551.8926,509.1855,594.8718,3.17,0.37,20,19
2018-06-19 9:34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,694.9939,731.624,488.8889,556.7766,548.9622,571.917,639.8046,669.597,522.5886,593.895,695.9707,573.8705,553.9573,552.8694,509.1855,596.8254,3.17,0.38,19,19
2018-06-19 9:39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,694.9939,731.624,488.8889,556.7766,548.9622,571.917,639.8046,669.597,522.5886,593.895,695.9707,573.8705,553.9573,552.8694,509.1855,596.8254,3.17,0.39,23,18
2018-06-19 9:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.9939,731.624,488.8889,556.7766,548.9622,571.917,639.8046,669.597,522.5886,593.895,695.9707,573.8705,553.9573,552.8694,509.1855,596.8254,3.17,0.4,23,16
2018-06-19 9:49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721.856,744.8107,483.0281,556.7766,550.9158,612.9426,638.8278,653.9683,517.7045,599.7558,697.9243,573.8705,538.7825,542.6305,509.1855,590.9646,3.17,0.37,25,16
2018-06-19 9:54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721.856,744.8107,483.0281,556.7766,550.9158,612.9426,638.8278,653.9683,517.7045,599.7558,697.9243,576.801,538.7825,542.6305,485.0585,590.9646,3.18,0.37,20,16
2018-06-19 9:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721.856,744.8107,483.0281,556.7766,550.9158,612.9426,638.8278,653.9683,517.7045,599.7558,697.9243,576.801,538.7825,542.6305,485.0585,590.9646,3.17,0.38,22,16
2018-06-19 10:04,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,736.9963,740.9035,486.9353,555.7997,550.9158,628.5714,640.7814,638.8278,510.8669,592.9182,693.0403,576.801,538.7825,548.9622,485.0585,591.9414,3.09,0.39,23,13
2018-06-19 10:09,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,736.9963,740.9035,486.9353,555.7997,550.9158,628.5714,640.7814,638.8278,510.8669,592.9182,693.0403,576.801,538.7825,548.9622,485.0585,591.9414,3.09,0.36,23,12
2018-06-19 10:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,736.9963,740.9035,486.9353,555.7997,550.9158,628.5714,640.7814,638.8278,510.8669,592.9182,693.0403,576.801,538.7825,548.9622,485.0585,591.9414,3.09,0.37,21,17
2018-06-19 10:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,740.9035,735.0427,484.0049,559.707,551.8926,636.8743,635.8975,634.9207,525.0305,593.895,698.9011,576.801,534.8753,549.939,485.0585,596.8254,3.17,0.4,21,16
2018-06-19 10:24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,740.9035,735.0427,484.0049,559.707,551.8926,636.8743,635.8975,634.9207,525.0305,593.895,698.9011,576.801,534.8753,549.939,477.7325,596.8254,3.17,0.38,24,19
2018-06-19 10:29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,740.9035,735.0427,484.0049,559.707,551.8926,636.8743,635.8975,634.9207,525.0305,593.895,698.9011,576.801,534.8753,549.939,477.7325,596.8254,3.17,0.36,24,18
2018-06-19 10:34,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,739.9267,756.0439,486.9353,556.7766,549.939,628.5714,634.9207,634.9207,526.9939,592.9182,701.8315,576.801,531.9449,547.9854,477.7325,597.8022,3.17,0.36,26,18
2018-06-19 10:39,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,739.9267,756.0439,486.9353,556.7766,549.939,628.5714,634.9207,634.9207,526.9939,592.9182,701.8315,576.801,531.9449,547.9854,477.7325,597.8022,3.18,0.36,26,16
2018-06-19 10:44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,739.9267,756.0439,486.9353,556.7766,549.939,628.5714,634.9207,634.9207,526.9939,592.9182,701.8315,576.801,531.9449,547.9854,477.7325,597.8022,3.17,0.36,25,18
2018-06-19 10:49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,740.9035,746.7643,480.5861,556.7766,547.9854,631.9902,640.7814,626.1295,534.7985,594.8718,698.9011,576.801,533.8985,540.6594,477.7325,595.8486,4.33,0.36,24,19
2018-06-19 10:54,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,740.9035,746.7643,480.5861,556.7766,547.9854,631.9902,640.7814,626.1295,534.7985,594.8718,698.9011,576.8122,533.8985,540.6594,467.9645,595.8486,4.59,0.38,26,18
2018-06-19 10:59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,740.9035,746.7643,480.5861,556.7766,547.9854,631.9902,640.7814,626.1295,534.7985,594.8718,698.9011,576.8122,533.8985,540.6594,467.9645,595.8486,3.88,0.36,28,20
2018-06-19 11:04,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,744.8107,743.8339,488.8889,553.8462,546.0317,631.9902,634.9207,615.873,539.6826,594.8718,695.9707,576.8122,542.6897,547.9854,467.9645,598.779,3.87,0.38,28,20
2018-06-19 11:09,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,744.8107,743.8339,488.8889,553.8462,546.0317,631.9902,634.9207,615.873,539.6826,594.8718,695.9707,576.8122,542.6897,547.9854,467.9645,598.779,3.87,0.38,29,22
2018-06-19 11:14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,744.8107,743.8339,488.8889,553.8462,546.0317,631.9902,634.9207,615.873,539.6826,594.8718,695.9707,576.8122,542.6897,547.9854,467.9645,598.779,3.87,0.38,29,25
2018-06-19 11:19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,743.8339,744.8107,489.8657,561.6606,547.0085,620.757,641.7582,606.105,540.6594,590.9646,714.0415,576.8122,536.9632,552.4693,467.9645,600.7326,3.95,0.38,30,26
2018-06-19 11:24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,743.8339,744.8107,489.8657,561.6606,547.0085,620.757,641.7582,606.105,540.6594,590.9646,714.0415,572.8937,536.9632,552.4693,513.8741,600.7326,3.95,0.38,30,26
2018-06-19 11:29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,743.8339,744.8107,489.8657,561.6606,547.0085,620.757,641.7582,606.105,540.6594,590.9646,714.0415,572.8937,536.9632,552.4693,513.8741,600.7326,3.95,0.4,34,26
2018-06-19 11:34,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,743.8339,753.6019,481.5629,557.7534,547.9854,620.757,636.8743,598.2906,532.8449,593.8853,715.0183,572.8937,535.8521,553.8462,513.8741,673.9927,3.95,0.4,32,26
2018-06-19 11:39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,743.8339,753.6019,481.5629,557.7534,547.9854,620.757,636.8743,598.2906,532.8449,593.8853,715.0183,572.8937,535.8521,553.8462,513.8741,673.9927,3.95,0.4,33,27
2018-06-19 11:44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,743.8339,753.6019,481.5629,557.7534,547.9854,620.757,636.8743,598.2906,532.8449,593.8853,715.0183,572.8937,535.8521,553.8462,513.8741,673.9927,3.95,0.56,34,28
2018-06-19 11:49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,746.7643,744.8205,487.9121,556.7766,549.939,631.9902,644.6887,592.9182,537.7289,594.8718,761.9048,572.8937,530.9681,568.9866,513.8741,699.8779,3.87,0.4,34,29
2018-06-19 11:54,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,746.7643,744.8205,487.9121,556.7766,549.939,631.9902,644.6887,592.9182,537.7289,594.8718,761.9048,574.8384,530.9681,568.9866,529.0376,699.8779,3.86,0.45,35,24
2018-06-19 11:59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,746.7643,744.8205,487.9121,556.7766,549.939,631.9902,644.6887,592.9182,537.7289,594.8718,761.9048,574.8384,530.9681,568.9866,529.0376,699.8779,3.87,0.44,34,23
2018-06-19 12:04,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,745.7875,732.6007,489.8657,557.7534,549.939,631.9902,639.8046,589.9878,544.5665,594.8718,720.8792,574.8384,529.9913,560.6838,529.0376,678.8767,3.87,0.43,34,19
2018-06-19 12:09,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,745.7875,732.6007,489.8657,557.7534,549.939,631.9902,639.8046,589.9878,544.5665,594.8718,720.8792,574.8384,529.9913,560.6838,529.0376,678.8767,4.1,0.44,33,19
2018-06-19 12:14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,745.7875,732.6007,489.8657,557.7534,549.939,631.9902,639.8046,589.9878,544.5665,594.8718,720.8792,574.8384,529.9913,560.6838,529.0376,678.8767,4.1,0.42,30,19
2018-06-19 12:19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,741.8803,746.7643,496.7033,551.8926,546.0317,621.7338,638.8278,583.1502,538.7057,593.895,684.7375,574.8384,533.8985,559.707,529.0376,627.5946,4.09,0.43,28,20
2018-06-19 12:24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,741.8803,746.7643,496.7033,551.8926,546.0317,621.7338,638.8278,583.1502,538.7057,593.895,684.7375,574.8474,533.8985,559.707,453.8009,627.5946,4.18,0.44,27,22
2018-06-19 12:29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,741.8803,746.7643,496.7033,551.8926,546.0317,621.7338,638.8278,583.1502,538.7057,593.895,684.7375,574.8474,533.8985,559.707,453.8009,627.5946,5.36,0.41,30,23
2018-06-19 12:34,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,744.8107,744.8107,476.6789,554.823,547.9854,618.8034,637.8511,573.8705,552.8694,606.5934,614.8962,574.8474,531.9449,560.695,453.8009,609.0354,5.18,0.41,33,20
2018-06-19 12:39,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,744.8107,744.8107,476.6789,554.823,547.9854,618.8034,637.8511,573.8705,552.8694,606.5934,614.8962,574.8474,531.9449,560.695,453.8009,609.0354,5.17,0.41,33,22
2018-06-19 12:44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,744.8107,744.8107,476.6789,554.823,547.9854,618.8034,637.8511,573.8705,552.8694,606.5934,614.8962,574.8474,531.9449,560.695,453.8009,609.0354,5.17,0.52,33,10
2018-06-19 12:49,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,739.9267,673.9927,484.0049,553.8462,547.9854,601.7192,630.0366,574.359,555.7997,609.0354,588.0342,574.8474,533.8985,551.8926,453.8009,593.895,5.16,0.41,31,12
2018-06-19 12:54,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,739.9267,673.9927,484.0049,553.8462,547.9854,601.7192,630.0366,574.359,555.7997,609.0354,588.0342,575.8242,533.8985,551.8926,449.8936,593.895,5.3,0.41,31,18
2018-06-19 12:59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,739.9267,673.9927,484.0049,553.8462,547.9854,601.7192,630.0366,574.359,555.7997,609.0354,588.0342,575.8242,533.8985,551.8926,449.8936,593.895,5.3,0.4,23,20
2018-06-19 13:04,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,762.8816,682.7839,494.7497,579.7314,550.9158,616.8498,648.5959,589.9878,558.7302,657.8754,597.8022,575.8242,549.8846,577.7778,449.8936,610.989,5.44,0.47,23,19
2018-06-19 13:09,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,762.8816,682.7839,494.7497,579.7314,550.9158,616.8498,648.5959,589.9878,558.7302,657.8754,597.8022,575.8242,549.8846,577.7778,449.8936,610.989,5.61,0.41,28,19
2018-06-19 13:14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,762.8816,682.7839,494.7497,579.7314,550.9158,616.8498,648.5959,589.9878,558.7302,657.8754,597.8022,575.8242,549.8846,577.7778,449.8936,610.989,5.61,0.41,28,19
2018-06-19 13:19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,775.58,675.9463,507.9365,598.779,565.5678,639.8046,656.8986,598.2906,581.685,610.0024,698.9011,575.8242,563.691,602.7291,449.8936,635.8975,6.02,0.41,28,20
